vi,cn
"Thiên hạ sự nan duy tố phụ,",天下事難惟做父，
Danh gia phúc hậu thả khan nhi.,名家福厚且看兒。
"Sơn trừ mai phẩm nghi tu đáo,",山儲梅品宜修到，
Hải xuất châu quang bất quản trì.,海出珠光不管遲。
"Sự nghiệp văn chương đô quán kiến,",事業文章都慣見，
Giai đàm đệ nhất đáo kim tri.,佳談第一到今知。
"Nhất toạ châu lâm ỷ thuý bình,",一座珠琳倚翠屏，
Y nhiên thắng cảnh hoạ nan thành.,依然勝景畫難成。
"Dục tuân thái lão sơn vô ký,",欲詢太老山無記，
Tòng trú thiền sư tự dĩ danh.,從住禪師寺已名。
"Hạ lĩnh viên truyền phong ngoại kệ,",下嶺猿傳風外偈，
Độ kiều bồ hống nguyệt sơ thanh.,度橋蒲吼月初聲。
"Kỳ kim vạn tượng kinh thần phẩm,",祇今萬象經宸品，
Trường diệu anh thanh phúc thái bình.,長耀英聲福太平。
"Hải bang yên thuỷ khoát nhi thâm,",海邦煙水闊而深，
Lang miếu giang hồ ký nhất ngâm.,廊廟江湖寄一吟。
"Huân nghiệp hữu thư lưu quỹ thất,",勳業有書留櫃室，
Phong ai vô luỵ đáo viên lâm.,風埃無累到園林。
"Gian trinh chung giác hoàng thường cát,",艱貞終覺黃裳吉，
Ưu ái ninh tri bạch phát xâm.,憂愛寧知白髮侵。
"Tướng quốc chi kim ngu quyến mẫu,",相國祗今娛畎畝，
Mỹ điền vị tất thị sơ tâm.,美田未必是初心。
"Thông thông thế lộ khổ cầu quan,",匆匆世路苦求官，
Thuỳ liệu tiên sinh thoát tỷ khan.,誰料先生脫屣看。
"Khoa hoạn túng hư hoàn khởi dị,",科宦縱虛完豈易，
Quận triều lưỡng trọng thoái vưu nan.,郡朝兩重退尤難。
"Trùng Thân hữu mệnh ninh từ tước,",重申有命寧辭爵，
Nhị Dậu tiền minh nhẫn phụ san.,二酉前盟忍負山。
"Tổng thị vô tâm học bất đắc,",總是無心學不得，
Tùng long nhuận vật phiến vân hoàn.,從龍潤物片雲還。
"Trọng quan lưu khứ hệ giang san,",重官留去係江山，
Để ý thời nhân thức đắc nan.,底意時人識得難。
"Sự túng khả vi ninh bạch thủ,",事縱可為寧白首，
Thân do đại dụng cưỡng gia xan.,身猶大用強加餐。
"Hoạ sa vô nại bi tiền tịch,",畫沙無奈悲前席，
Mẫn thế tương yên trúc pháp đàn.,憫世將焉築法壇。
"Thượng hữu đông ly quy tiện hảo,",尚有東籬歸便好，
Vị tha hoang cúc nhất khai nhan.,為他荒菊一開顏。
"Ngũ triều dương lịch dã tri tân,",五朝揚歷也知津，
Mạo hỹ na kham mãn lộ trần.,耄矣那堪滿路塵。
"Hành chỉ toán lai thời nghĩa tại,",行止算來時義在，
Thị phi vị tất tạc kim chân.,是非未必昨今真。
"Thao thiên dân ẩn quan hoài thiết,",滔天民隱關懷切，
Thống nhất không ngôn ám lệ tần.,統一空言暗淚頻。
"Phạm lão thử tâm vô tiến thoái,",范老此心無進退，
Dao dao tây hướng hựu ưu quân.,遙遙西向又憂君。
"Cao ư sơn nhạc khiết ư tuyền,",高於山岳潔於泉，
Khởi vị phù sinh tục luỵ khiên.,豈為浮生俗累牽。
"Kinh hoạn thần tiên do phạ náo,",京宦神仙猶怕鬧，
Tiền thân hiệp phật thả tuỳ duyên.,前身俠佛且隨緣。
"Thành công huống dĩ thôi hàn tuế,",成功況已催寒歲，
Hậu lạc nguyên lai thị cố viên.,後樂原來是故園。
"Chi thử liên tài xuân ý thiết,",祗此憐才春意切，
Tài hoa điểm kiểm bất tri niên.,栽花點檢不知年。
"Hồ hải lâu da thị tiết lâu,",湖海樓耶是節樓，
Danh đô hào khí xứng phong lưu.,名都豪氣稱風流。
"Mãn sàng bảo ngoạn tâm thiên cổ,",滿床寶玩心千古，
Tứ bích đồ thư mục ngũ châu.,四壁圖書目五洲。
"Nguyệt dạ lưu tân đàm cựu cú,",月夜留賓談舊句，
Tinh sà hữu tử thoại tiền du.,星槎有子話前遊。
"Tức kim soái phủ nhu kinh thuật,",即今帥府需經術，
Tả hữu chân năng đắc Nghiệp hầu.,左右真能得鄴侯。
"Tích xuân hoa thảo vị thuỳ dung,",惜春花草為誰容，
Ninh nại lân quân độc vãn hồng.,寧耐憐君獨晚紅。
"Diễm sắc bất điêu tam nguyệt vũ,",豔色不凋三月雨，
Phương tâm dĩ giá nhất niên phong.,芳心已嫁一年風。
"Lạc hà ảnh lý lưu oanh lão,",落霞影裏流鶯老，
Minh nguyệt chi đầu vũ điệp dung.,明月枝頭舞蝶慵。
"Khước tiếu vu quỳ hoa thái thiểu,",卻笑于葵花態少，
Kỷ phiên tiều tuỵ nhất phiên nùng.,幾番憔悴一番濃。
"Thiên cù như thuỷ thự quang nùng,",天衢如水曙光濃，
Sứ tiết sơ từ phượng các Đông.,使節初辭鳳閣東。
"Hoa phố xung hàn cừu đới nguyệt,",花浦衝寒裘帶月，
Liễu kiều sấn hiểu mã tê phong.,柳橋趁曉馬嘶風。
"Tân bằng khiển quyển tam bôi tửu,",賓朋繾綣三杯酒，
Thân thế bình an nhất lộ thông.,身世平安一路通。
"Thủ bí từ từ hồi thủ vọng,",手轡徐徐回首望，
Tràng An chỉ xích ngũ vân hồng.,長安咫尺五雲紅。
"Tính danh đồng thị nhị nghi sinh,",姓名同是二儀生，
Nhất nặc nhân duyên vạn cổ tình.,一諾因緣萬古情。
"Nhật nguyệt chiếu lâm hình ảnh mật,",日月炤臨形影密，
Càn khôn khoan khoát thất gia bình.,乾坤寬闊室家平。
"Hồng trang la đới hà thiên lý,",紅粧羅帶霞千里，
Bích ủng dao bình lộ ngũ canh.,碧擁瑤屛露五更。
"Kỷ độ giang hà thành biến cải,",幾度江河成變改，
Phong ba bất cải thử kiên trinh.,風波不改此堅貞。
"Thuỷ quốc vi phong chính khả nhân,",水國微風正可人，
Thanh tôn khuynh tận tống dư huân.,清樽傾盡送餘曛。
"Lô hoa sắt sắt triều thôn ngạn,",蘆花瑟瑟潮吞岸，
Thiên sắc y y nhạn một vân.,天色依依雁沒雲。
"Tiệt phố ngư yên chung vận tiểu,",截浦漁煙鐘韻小，
Toái than lỗ bạo dạ lương phân.,碎灘櫓雹夜涼分。
Ngọc kinh thiên lý tình vô nại...,玉京千里情無奈，
"Giang, Hán đình chu khán đẩu văn.",江漢停舟看斗文。
"Khứ niên hạ thủ tống phù quân,",去年夏首送夫君，
Giải cấu tương phùng kim tảo xuân.,邂逅相逢今早春。
"Vũ tiết đạp tàn Nam Lĩnh chướng,",羽節踏殘南嶺瘴，
Đơn y đái đắc Bắc Kinh trần.,單衣帶得北京塵。
"Công danh ngẫu nhĩ hồn dư sự,",功名偶爾渾餘事，
Phong độ liên cừ cận cổ nhân.,風度憐渠近古人。
"Đa thiểu hữu hoài tu hậu hội,",多少有懷須後會，
Liên sàng khoản khoản thoại tình thân.,連床款款話情親。
"Ảnh chiếu sơn đầu đàm thuỷ my,",影照山頭潭水湄，
Phong quang bất cải thái bình thì.,風光不改太平時。
"Dân gia tác tức hào ngư lạc,",民家作息濠魚樂，
"Thế cục thăng trầm dã điểu phi,",世局升沉野鳥飛。
"Đề kiếm tư du thù mạnh lãng,",提劍斯遊殊孟浪，
Quải quan vãng sự thượng y hy.,掛冠往事尚依稀。
"Hộ chu nghĩ trúc Liên hoa thất,",戶朱擬築蓮花室，
Ẩn ước cám hàn bạng liễu ty.,隱約紺寒傍柳絲。
"Nhàn hoa vô chủ trục phong phi,",閒花無主逐風飛，
Bạch thủ cung nhân độc tự bi.,白首宫人獨自悲。
"Nhĩ mục dĩ di tân phục ngữ,",耳目已移新服語，
Y quan bất đổ cựu uy nghi.,衣冠不覩舊威儀。
"Mộc miên chi thượng hàn nha lão,",木棉枝上寒鴉老，
Kim tự môn tiền chiến mã phì.,金字門前戰馬肥。
"Tối thị bất quan hưng phế sự,",最是不關興廢事，
Thượng lâm xuân sắc chính y y.,上林春色正依依。
"Song phong tuấn trĩ uyển phân mao,",雙峯峻峙宛分茅，
Biệt xưởng càn khôn tối thuý kiêu.,別厰乾坤最邃嶠。
"Ông uất xuân huyên hân tịnh mậu,",蓊鬱椿萱欣並茂，
Lân tuân Hỗ Dĩ ngưỡng di cao.,嶙峋岵屺仰彌高。
"Nghinh phong hoa vũ ban lan sắc,",迎風花舞斑斕色，
Bộc bố tuyền si chỉ mỹ giao.,瀑布泉篩旨美膠。
"Sứ viễn du nhân chiêm vọng xứ,",使遠遊人瞻望處，
Giải tương trúc thạch cảm cù lao.,解將竹石感劬勞。
"Cổ Phao thành thượng thông thông khứ,",古拋城上匆匆去，
Hồi thủ vi mang kiến cố hương.,回首微茫見故鄉。
"Xử thế khả vô kỳ cử động,",處世可無奇舉動，
Mưu gia hà tất trọng tư lương.,謀家何必重思量。
"Đãn ngôn vũ trụ giai ngô phận,",但言宇宙皆吾分，
Bất hứa sơn hà thuộc bỉ cường.,不許山河屬彼強。
"Vạn cổ ưng truyền kỳ tuyệt sự,",萬古應傳奇絕事，
Tệ khâm tàn lạp sứ thần trang.,敝衾殘笠使臣裝。
"Khổng thánh hoằng khai quán đức môn,",孔聖宏開觀德門，
Khan lai Quắc Tướng dục tài viên.,看來矍相育材園。
"Trì cung thẩm cố ung dung mỹ,",持弓審顧雍容美，
Sĩ ngẫu đồng đăng lễ nhượng tôn.,俟偶同登禮讓尊。
"Đa thiểu tuấn anh quy cấu nội,",多少俊英歸彀內，
Hứa nhiêu dũng hãn xuất tường phiên.,許饒勇悍出牆藩。
"Đương thì quán cách tri hà dụng,",當時貫革知何用，
Tư phố danh xưng kim cổ tồn.,茲圃名稱今古存。
"Phiến phiến phong phàm độ thuỷ nhai,",片片風帆渡水涯，
Hồ trung Ngô Sở thuỷ phân kỳ.,湖中吳楚水分岐。
"Biên chu nguyệt ám nga my ảnh,",扁舟月暗蛾眉影，
Tùng trúc yên ngưng ngọc lệ chi.,叢竹煙凝玉淚枝。
"Thảo thụ tích mê Vân Mộng liễn,",草樹跡迷雲夢輦，
Hoàng kim danh lặc Nhạc Dương bi.,黃金名勒岳陽碑。
"Quân Sơn thập nhị kính qua hậu,",君山十二逕過後，
Hồng quất phân cam dẫn tửu chi.,紅橘分甘引酒巵。
"Hình đài thành lý giá chinh an,",邢臺城裡駕征鞍，
Nhất đới trường hồng trứ nhãn khan.,一帶長虹著眼看。
"Lương hạ nguyệt đê thôn thán ảnh,",梁下月低吞炭影，
Bản đầu sương ấn tất thân hàn.,板頭霜印漆身寒。
"Chúng nhân kim nhật kinh qua dị,",眾人今日經過易，
Quốc sĩ đương niên khứ trú nan.,國士當年去住難。
"Triệu Mạnh cơ đồ tuỳ thệ thuỷ,",趙孟基圖隨逝水，
Kiều danh chung cổ chiếm giang can.,橋名終古占江干。
"Bát tận nhàn sầu độc ỷ bồng,",撥盡閑愁獨倚蓬，
Thuỷ quang diểu diểu tứ hà cùng.,水光渺渺思何窮。
"Tùng Lâm địa xích cương Nam Bắc,",松林地斥疆南北，
Long Vĩ sơn hoành hạn yếu xung.,龍尾山橫限要衝。
"Nghĩa khí tảo không thiên chướng vụ,",義氣掃空千障霧，
Tráng hoài hô khởi bán phàm phong.,壯懷呼起半帆風。
"Biển chu tiện ngã triều thiên khách,",扁舟羨我朝天客，
Trực giá kình nghê khoá hải Đông.,直駕鯨鯢跨海東。
"Tam niên tam thướng Hải Vân đài,",三年三上海雲臺，
Nhất điểu thân khinh độc vãng hồi.,一鳥身輕獨往回。
"Thảo thụ bán không đê nhật nguyệt,",草樹半空低日月，
Càn khôn chích nhãn tiểu trần ai!,乾坤隻眼小塵埃。
"Văn phi sơn thuỷ vô kỳ khí,",文非山水無奇氣，
Nhân bất phong sương vị lão tài.,人不風霜未老才。
"Hưu đạo Tần quan chinh lộ hiểm,",休道秦關征路險，
Mã đầu hoa tận đới yên khai!,馬頭花盡帶煙開。
"Nhạc Dương tuý hậu thoại quy trình,",岳陽醉後話歸程，
Lộ nhập Hàm Đan thảo thụ tình.,路入邯鄲草樹晴。
"Hồng mễ vô tâm lưu phú quý,",紅米無心留富貴，
Hoàng lương hữu ý chử công danh.,黃梁有意煑功名。
"Đa tương thế hốt ky trần mộng,",多將替笏羇塵夢，
Thuỳ hướng vân yên lộng địch thanh.,誰向雲煙弄笛聲。
"Ninh tĩnh dã tri tiên bất viễn,",寧靜也知僊不遠，
Hà tu tá chẩm ngoạ Lư sinh.,何須借枕臥盧生。
"Thuyết trước sa trường cảm khái đa,",說著沙場感慨多，
Như kim Hàm Tử mạn kinh qua.,如今鹹子謾經過。
"Cổ chinh hung dũng triều thanh cấp,",鼓鉦洶湧潮聲急，
Kỳ bái sâm si trúc ảnh tà.,旗旆參差竹影斜。
"Vương đạo hồi xuân nùng cổ thụ,",王道回春濃古樹，
Hồ quân bão hận sấu hàn ba.,胡軍抱恨漱寒波。
"Toa Đô thụ thủ tri hà xứ,",唆都授首知何處，
Thuỷ lục sơn thanh nhập vọng xa.,水綠山青入望賒。
"Hoa biểu vân thâm hạc vị quy,",花表雲深鶴未歸，
Phong trang vũ bác một nham phi.,風樁雨剝沒巖扉。
"Đương niên chương phủ tri hà xứ,",當年章甫知何處，
Thử ngoại Bồng Doanh nhậm sở chi.,此外蓬瀛任所之。
"Tang cốc trì đình thành vãng sự,",桑穀池亭成往事，
Châu ky thiên thập kiến bình thì.,珠璣篇什見平時。
"Khách lai đồ ỷ hoàng hôn vũ,",客來徒倚黃昏雨，
Kỷ độ bồi hồi ức Hạng Ty.,幾度徘徊憶項斯。
"Hoan châu nam giới tận Hoành Sơn,",驩州南界盡橫山，
Sáp hán tằng tằng tẩm bích lan.,插漢層層浸碧瀾。
"Bảo Tượng quân vương chinh bái cổ,",寶象君王征旆古，
Huyền Trân công chúa sính liêm tàn.,玄珍公主聘奩殘。
"Trường đê sa dũng kình nghê thiếp,",長堤沙湧鯨鯢帖，
Cố luỹ yên thâm điểu tước nhàn.,故壘煙深鳥雀閒。
"Quan cái bất phương lăng hiểu tuyết,",冠蓋不妨夌曉雪，
Mai hoa tảo chiếm khiếu xuân hoàn.,梅花早占嘯春還。
"Lĩnh ngoại hà hoang quảng đế đồ,",嶺外遐荒廣帝圖，
Tướng quân cổ miếu ỷ Cương Ngô.,將軍古廟倚崗梧。
"Mao phân thiên địa kim do tại,",茅分天地今猶在，
Mễ tụ sơn khê tích vị vu.,米聚山谿昔未蕪。
"Đồng trụ trực tương lưu vĩ tích,",銅柱直將畱偉績，
Vân đài hà tất hội gia mô.,雲臺何必繪嘉謨。
"Ngũ than thiên cổ kinh qua hậu,",五灘千古經過後，
Vị cảm tinh trung điện nhất hồ.,爲感精忠奠一壺。
"Yên mê thảo thụ kỷ kinh trăn,",煙迷草樹幾荊榛，
Nguyên khí vu kim hỷ phục xuân.,元氣于今喜復春。
"Thú vũ phượng nghi hồn tự cựu,",獸舞鳳儀渾似舊，
Long bàn hổ cứ uyển nhiên tân.,龍蟠虎踞宛然新。
"Đối nhân mục mãn vô song cảnh,",對人目滿無雙景，
Hướng hoá tâm do bất nhị dân.,向化心猶不弍民。
"Tự cổ tác tiền công đức hậu,",自古作前功德厚，
Dũ trưng thiên hữu dữ dân thân.,愈徵天祐與民親。
"Tiền cương nhật lạc mã hôi đồi,",前崗日落馬虺隤，
Hành tận Mai quan bất kiến mai.,行盡梅關不見梅。
"Giáp đạo thiên tùng xanh Hán lập,",夾道千松撐漢立，
Duyên vân nhất lộ phách sơn khai.,緣雲一路擘山開。
"Trường An nhật cận liêu thư mục,",長安日近聊舒目，
Cố quốc thiên dao trọng cảm hoài.,故國天遙重感懷。
"Đường tướng nhất tòng thông thử đạo,",唐相一從通此道，
Bất tri kim kỷ bách niên lai.,不知今幾百年來。
"Nam Bình nhất vọng ức nhân long,",南屏一望憶人龍，
Hồ hải thao thao thuỷ thệ đông.,湖海滔滔水逝東。
"Dã thiêu vãn mê giang khẩu hoả,",野燒晚迷江口火，
Phố vân tình quyển thạch đầu phong.,浦雲晴捲石頭風。
"Yên ba sạ tán thôn Ngô hận,",煙波乍散吞吳恨，
Đài tạ do lưu phụ Hán công.,臺榭猶留輔漢攻。
"Dục nhận thiên thu kinh hoạch địa,",欲認千秋經畫地，
Thanh sương tử điện ái sơn trung.,青霜紫電靄山中。
"Giang sơn như thử nhất khai nhan,",江山如此一開顏，
Di cấu khuynh y bất khả phan.,遺構傾欹不可攀。
"Vũ quyển châu liêm không quyển khứ,",雨捲珠簾空捲去，
Vân phi hoạ đống tự phi hoàn.,雲飛畫棟自飛還。
"Lăng thiên cốc biến hàn sa thượng,",陵遷谷變寒沙上，
Cổ vãng kim lai lạc chiếu gian.,古往今來落照間。
Đương nhật phồn hoa hà xứ tại?,當日繁華何處在？
Y nhiên Nam Phố đối Tây San.,依然南浦對西山。
"Gia gia môn ngoại quải hoa đăng,",家家門外掛花燈，
Bạch xích hoàng thanh thượng hạ trang.,白赤黃青上下装。
"Sao bính nhãn khan giai vị mỹ,",炒餅眼看皆味美，
Bao xuy tị xúc hữu hương thăng.,包龡鼻臅有香昇。
"Lão đồng huề thủ hoan nghinh vấn,",老童携手歡迎問，
Viễn cận nhai trung tiếu ngữ đằng.,遠近街中笑語騰。
"Hốt ngộ nữ nhân yêu nhập thất,",忽遇女人要入室，
"Bả trà tự biệt, chúc niên tăng.",把茶敘别祝年增。
"Thân đáo tiên hương ức cố hương,",身到仙鄉憶故鄉，
Nhân duyên nhất đoạn thục mang mang.,姻緣一段蜀茫茫。
"Chiết hoa tích khứ không lưu luyến,",折花跡去空留戀，
Lộng Ngọc tình nùng nhẫn đạm lương.,弄玉情濃忍淡涼。
"Tầm kính vô môi sầu điệp sứ,",尋徑無媒愁牒使，
Thừa tra hữu lộ quý Ngưu Lang.,承槎有路愧牛郎。
"Vân trình đa thiểu đăng tiên khách,",雲程多少登仙客，
Khước thị Từ sinh tục mộng trường.,卻是徐生俗夢長。
"Bách thế nhân duyên nghĩ tục hoàn,",百世姻緣擬續完，
Tiên trần lộ quýnh khước vô đoan.,仙塵路迥卻無端。
"Ngọc tiêu hưởng đoạn thương phi phượng,",玉簫響斷傷飛鳳，
Bích động đài thâm trướng biệt loan.,壁峒苔深悵別鸞。
"Đáo để anh tài đa mạnh lãng,",到底英才多孟浪，
Do lai tiên tử nại u nhàn.,由來仙子耐幽閒。
"Thuỳ thông Quỳnh đảo ngư thư sứ,",誰通瓊島漁書使，
Kim mã đường trung hữu mẫu đan.,金馬堂中有牡丹。
"Văn đạo mẫu đơn tài ngọc thự,",聞道牡丹裁玉署，
Hồng anh chủng xuất Tống công gia.,紅英種出宋公家。
"Tao khang thực kết tam thiên tử,",糟糠實結三千子，
Kỳ cảo chi sinh bát vạn kha.,綦縞枝生八萬柯。
"Tiên mộng tranh như xuân mộng tín,",仙夢爭如春夢信，
Vân hương khước bội cố hương xa.,雲鄉卻倍故鄉賒。
"Quảng Hàn hữu quế kham phàn chiết,",廣寒有桂堪攀折，
Ninh hướng thanh hư bạn Tố Nga.,寧向清虛伴素娥。
"Đa tài vị hữu bất đa tình,",多才未有不多情，
Ứng thế đô tòng giáng thế sinh.,應世都從降世生。
"Thân vị thoát trần do khí huyết,",身未脫塵猶氣血，
Tâm năng bạt tục thị Bồng Doanh.,心能拔俗是蓬瀛。
"Động Tân hữu phụ duyên phi thiểu,",洞濱有婦緣飛少，
Chức Nữ vô phu mộng bất thành.,織女無夫夢不成。
"Từ lệnh giải huề nương tử khứ,",徐令解攜娘子去，
Hoàng Sơn giai lão cánh cao thanh.,黃山偕老更高清。
"Bắc hải đương niên dĩ lục kình,",北海當年已戮鯨，
Yến an do lự cật nhung binh.,燕安猶慮詰戎兵。
"Tinh kỳ y nỉ liên vân ảnh,",旌旗旖旎連雲影，
Bề cổ huyên điền động địa thanh.,鼙鼓喧闐動地聲。
"Vạn giáp diệu sương tỳ hổ túc,",萬甲耀霜貔虎肅，
Thiên sưu bố trận quán nga hành.,千艘布陣鸛鵝行。
"Thánh tâm dục dữ dân hưu tức,",聖心欲與民休息，
Văn trị chung tu trí thái bình.,文治終須致太平。
"Cáo kha nhất sớ thướng đan trì,",告痾一疏上丹墀，
Khúc chẩn thần ân xuất sở kỳ.,曲軫宸恩出所期。
"Hư hữu phù danh trần duệ thính,",虛有浮名塵睿聽，
Khổ nhân đa bệnh phụ tương tri.,苦因多病負相知。
"Minh đình loan phụng phương hoà tập,",明庭鑾鳳方和集，
Thần lực nô thai khước quyện trì.,臣力駑駘却倦遲。
"Phi thị tố tâm mưu tự dật,",非是素心謀自逸，
Thả tương trung hiếu miễn quần nhi.,且將忠孝勉群兒。
"Kỷ độ phù hàng kỷ độ thê,",幾渡浮航幾度梯，
Tiên nhiêu hựu phiếm Ngũ Than khê.,仙橈又泛五灘溪。
"Cuồng lan yên trục giao cung tán,",狂瀾烟逐鮫宮散，
Tuyết lãng hoa phân nhạn ảnh mê.,雪浪花分鴈影迷。
"Tuần kiểm tân đài phong trận trận,",廵檢新臺風陣陣，
Phục Ba cổ miếu thảo thê thê.,伏波古廟草萋萋。
"Hồi đầu sạ tỉnh giang hồ mộng,",囘頭乍醒江湖夢，
Cô tửu tương tương nghĩ phẩm đề.,沽酒相將擬品題。
"Thung mộc trùng trùng hải lãng tiền,",樁木重重海浪前，
Trầm giang thiết toả diệc đồ nhiên.,沉江鐵鎖亦徒然。
"Phúc chu thuỷ tín dân do thuỷ,",覆舟始信民猶水，
Thị hiểm nan bằng mệnh tại thiên.,恃險難憑命在天。
"Hoạ phúc hữu môi phi nhất nhật,",禍福有媒非一日，
Anh hùng di hận kỷ thiên niên.,英雄遺恨幾千年。
"Kiền khôn kim cổ vô cùng y,",乾坤今古無窮意，
Khước tại Thương Lang viễn thụ yên.,卻在滄浪遠樹煙。
"Sát khí xung khai vạn táo yên,",殺氣衝開萬灶煙，
Duy dư trĩ điệp Nhĩ hà biên.,惟餘畤疊珥河邊。
"Tái vinh thảo mộc huân tàn chiếu,",再榮草木曛殘照，
Nhất độ can qua trực đảo huyền.,一度杆戈直倒懸。
"Ngũ Lĩnh quy hồn ưng vạn lý,",五嶺歸魂應萬里，
Chương Dương vãng sự dĩ thiên niên.,章陽往事已千年。
"Giải tri hưng kế tu xuyên nhạc,",解知興計羞川岳，
Tảo hướng Tây Sơn tống hạ tiên.,早向西山送賀箋。
"Thử khí viêm chưng hạ nhật trường,",暑氣炎蒸夏日長，
Nho gia điền sự thái phân mang.,儒家田事太紛忙。
"Mỗi sầu hữu túc đa sinh nhiệt,",每愁有粟多生熱，
Hựu khủng vô hoà thả phạp lương.,又恐無禾且乏糧。
"Tân phạn kiêm thu liên bản cốc,",薪飯兼收連本穀，
Dữu khuân chỉ tại cập kiên tường.,庾囷只在及肩墻。
"Thế gian vạn sự năng như nguyện,",世間萬事能如願，
Phong dục doanh môn túc mãn đường.,風欲盈門粟滿堂。
"Nhàn song địch thủ ngẫu tương phùng,",閒窗敵手偶相逢，
Thử lạc kham thù đấu quất trung.,此樂堪殊鬥橘中。
"Sơ nhạ hiểu tinh quang thác lạc,",初訝曉星光錯落，
Hốt văn tình bạo toái linh lung.,忽聞晴雹碎玲瓏。
"Tung hoành ám hợp chu thiên số,",縱橫暗合周天數，
Thắng phụ giao tranh lược địa công.,勝負交爭略地功。
"Vạn sự như kỳ tu thuyết trước,",萬事如棋須說著，
Cổ kim cục diện khổ nan đồng.,古今局面苦難同。
"Ngũ Phúc sơn trung dương chiến kỳ,",五福山中揚戰旂，
Nhất thanh thiên ngoại vũ lâm ly.,一聲天外雨淋漓。
"Xao tàn lão diệp cao đê hưởng,",敲殘老葉高低響，
Trích hạ tiều lâu đoạn tục thuỳ.,滴下樵樓斷續垂。
"Tướng mạc tiêu tao hương mộng tỉnh,",將幕蕭騷鄉夢醒，
Nhung trang triêm thấp tiệp thư trì.,戎裝沾濕捷書遲。
"Xuân lai dạ khán tình minh hậu,",春來夜看晴明後，
Tiện thị bình yêu phản bái kỳ.,便是平妖返旆期。
"Hãn giang đông độ mã như phi,",桿江東渡馬如飛，
Cực mục hoang thành phú Thử ly.,極目荒城賦黍離。
"Nhất lệ vô quan thiên hạ sự,",一淚無關天下事，
Thập niên do kiến thái bình thi.,十年猶見太平詩。
"Quân thanh bạch nhật tinh kỳ biến,",軍聲白日旌旗變，
Dã sắc thanh san hổ báo si.,野色青山虎豹癡。
"Vạn lý kinh phong thôi hải khiếu,",萬里驚風催海嘯，
Thuỳ tương xích kiếm điện nam duy.,誰將尺劍奠南維。
"Tinh kỳ lạp lạp xuất Dương Quan,",旌旗獵獵出陽關，
Tương thủ vân trình bát lý san.,驤首雲程八里山。
"Trung thổ đề phong tòng Lĩnh kiệu,",中土提封從嶺嶠，
Tiên hoàng uy đức tại khu hoàn.,先皇威德在區寰。
"Đãng bình vương đạo tuân vô trắc,",蕩平王道遵無惻，
Trinh cố thần tâm lợi khắc gian.,貞固臣心利克艱。
"Bất dụng lâm kỳ châm biệt tửu,",不用臨岐斟別酒，
Chư quân tằng thử cận diêu hoàn.,諸君曾此覲軺還。
"Bất ngộ truân như bất kiến kỳ,",​不遇屯如不見奇，
Nhất môn tam liệt tối kham bi.,一門三烈最堪悲。
"Châu trầm thử địa kim do chí,",珠沉此地今猶誌，
Hoa lão dư xuân thế khởi tri.,花老餘春世豈知。
"Giang yết đào thanh lưu nghĩa lệ,",江咽濤聲留義淚，
Sơn hàm nguyệt sắc chiếu u tư.,山銜月色照幽姿。
"Khả liên phủ ngưỡng không trần tích,",可憐俯仰空塵跡，
Suy thảo hàn yên nhất thạch bi.,衰草寒煙一石碑。
"Quách ngoại bình hồ ánh viễn lâm,",郭外平湖映遠林，
Linh Lang từ miếu ỷ thu âm.,靈郎祠廟倚秋陰。
"Sơn xuyên Phục tượng hùng uy tại,",山川伏象雄威在，
Quân quốc đồ long tích hận thâm.,軍國屠龍積恨深。
"Tây cực biên phong không thảm đạm,",西極邊烽空慘淡，
Đông Kinh sinh khí cánh tiêu trầm.,東京生氣竟銷沉。
"Thập niên thư kiếm trùng hồi thủ,",十年書劍重回首，
Do thị đăng xa cựu nhật tâm.,猶是登車舊日心。
"Ngã xuất thời quan hải thuỷ thanh,",我出時觀海水青，
Ngã lai tự cựu tiếp không minh.,我來似舊接空明。
"Liên thiên trùng ngạn hoàn thiên phủ,",連千重岸環天府，
Cách nhất hoằng trư khoá thái thanh.,隔一泓瀦跨太清。
"Kích cổ lâu thuyền dư nộ lãng,",擊鼓樓船餘怒浪，
Điền hà lạc thạch thất trường kình.,填河落石失長鯨。
"Phùng Di hà dữ nhân gian sự,",馮夷何與人間事，
Nhật dạ trì khu bất thiểu đình.,日夜馳驅不少停。
"Thần Phù hải khẩu dạ trung qua,",神符海口夜中過，
Nại thử phong thanh nguyệt bạch hà.,奈此風清月白何。
"Giáp ngạn thiên phong bài ngọc duẩn,",夾岸千峰排玉筍，
Trung lưu nhất thuỷ tẩu thanh xà.,中流一水走青蛇。
"Giang sơn như tạc anh hùng thệ,",江山如昨英雄逝，
Thiên địa vô tình sự biến đa.,天地無情事變多。
"Hồ Việt nhất gia kim hạnh đổ,",胡越一家今幸睹，
Tứ minh tòng thử tức kình ba.,四溟從此息鯨波。
"Phân thuỷ sơn tiền nhị thuỷ phân,",分水山前二水分，
Thiên Bình thuỷ diện tự lân tuân.,天平水面似磷峋。
"Nhất bôi không điện lâm giang miếu,",一杯空奠臨江廟，
Thiên cổ thuỳ vi xế thạch nhân.,千古誰為砌石人。
"Bán lĩnh khê tuyền giai nhập Sở,",半嶺溪泉皆入楚，
Mãn châu bi kiệt dĩ phi Tần.,滿洲碑碣已非秦。
"Chu nhân tranh chỉ gia hương cận,",舟人爭指家鄉近，
Não sát thù phương lão sứ thần.,惱殺殊方老使臣。
