vi,cn
Thành nam tư phụ sầu đa mộng.,城南思婦愁多夢。
Kim khuê biệt cựu liêu.,金閨別舊僚。
Mấn mao hốt dĩ thương ban.,鬢髦忽已蒼班。
"Hứa tương thích lý không hầu kỹ,",許將戚里箜篌伎，
Trung tâm điết hề!,中心怛兮。
Hốt kiến kỳ lân xuất đông bích.,欻見騏驎出東壁。
Tây lăng tùng bách hạ.,西陵松柏下。
"Yên, Dĩnh thành trung lai hà vi?",鄢郢城中來何為。
Điến hạp kim thoa ký tương khứ.,鈿合金釵寄將去。
"Hữu thì nhất phong thừa nhất ốc,",有時一峰承一屋，
"Nhất trác bách hồi cố,",一啄百回顧，
Ký cức chỉ thư.,既亟只且！
Linh hồn hà y?,靈魂何依
"Đại huyền tào tào như cấp vũ,",大弦嘈嘈如急雨，
Giang hoa vị tận hội giang lâu.,江花未盡會江樓。
"Đại quan liệt toạ hạ nhất lang,",大官列坐下一郎，
"Khải ngã ngộ thán,",愾我寤嘆，
"Giải cấu tương ngộ,",邂逅相遇，
Di quá tụ biên lai.,移過袖邊來。
"Yểu điệu thục nữ,",窈窕淑女、
Hoan nghinh kim tuế đa.,歡迎今歲多。
Gia tu nông sự quy.,家須農事歸。
Mạc hiềm một tư vị.,莫嫌沒滋味。
Ngã diệc thiện chi.,我亦善之。
"Kỳ lân đồ hoạ hồng nhạn hàng,",麒麟圖畫鴻雁行，
Dạ văn mã tê hiểu vô tích.,夜聞馬嘶曉無跡。
"Độ thuỷ phục độ thuỷ,",渡水復渡水，
"Đồ liễu hủ chỉ,",荼蓼朽止，
"Ngã gia bản trú tại Hàn Sơn,",我家本住在寒山，
Hình mô kiên phác; khí lượng khôi hồng.,形模堅朴；器量恢洪。
Duy Chu chi trinh.,維周之禎。
Hốt hữu nhân yên:,忽有人焉：
Thiềm đầu tác tác tảo xa minh.,檐頭索索繰車鳴。
"Ngân an kim lạc đáo bình địa,",銀鞍金絡倒平地，
Phong liễm hoa hồn do giác quyện.,風斂花魂猶覺倦。
"Hữu thố tư thủ,",有兔斯首，
"Sài môn văn khuyển phệ,",柴門聞犬吠，
Tam thiên trượng thuý phi.,三千丈翠飛。
Hoa biện bạc ngư y.,花瓣泊魚衣。
"Nhược quá hồ biên định tương kiến,",若過湖邊定相見，
"Cẩm hoảng cao khiên hương vụ nùng,",錦幌高褰香霧濃，
"Đản chí chi hàn băng,",诞寘之寒冰，
Giang sơn phục triệu ngã dĩ yên cảnh.,江山復召我以煙景。
"Phi kỷ chi sắc,",非己之色，
"Hí bãi tằng vô lý khúc thì,",戲罷曾無理曲時，
"Ngoại giang Tam Giáp thả tương tiếp,",外江三峽且相接，
Lương trần tĩnh bất phi.,梁塵靜不飛。
Hà dĩ dật ngã?,假以溢我，
Để sự vũ phân phân.,底事雨紛紛。
Thuận đế chi tắc.,順帝之則。
"Dĩ tiểu nhân tâm,",以小人心，
Quy ngạn Vệ hầu.,歸唁衛侯。
Đỗ quyên khẩu huyết lão phu lệ.,杜鵑口血老夫淚。
Kế tự tư bất vong.,繼序思不忘。
Ư nhữ tín xử.,於女信處。
"Duy Liêu Lê Quang Bí hà nhân, chỉ nam hoàn tố nguyện.",惟僚黎光賁何人，指南完素願。
"Cố lí chỉ cức tung phục hoành,",故里枳棘縱復橫，
"Cửu khách đa uổng hữu bằng thư,",久客多枉友朋書，
"Tinh tinh giả nga,",菁菁者莪，
Chỉ khiếm lộc thỉ lai tương thân.,只欠鹿豕來相親。
"Duy thanh tập hy,",維清緝熙，
"Sái tảo khung trất,",洒掃穹窒、
Ẩm tửu chi ứ.,飲酒之飫。
Trung tiêu khởi toạ tồn Hoàng đình.,中宵起坐存黃庭。
"Đà cổ bồng bồng,",鼉鼓逢逢，
Liên doanh phong hoả thông Cam Tuyền.,連營烽火通甘泉。
Hoạ các thâu khuy lão binh nộ.,畫閣偷窺老兵怒。
Tùng công vu thủ.,從公于狩。
"Nhất triêu đại hạn hữu thì chí,",一朝大限有時至，
Tảo tác thừa tướng đông sơn khởi.,早作丞相東山起。
Hồng hà lạc hề bạch vân phi.,紅霞落兮白雲飛。
Thích thảng quyền kỳ nan cụ luân.,倜儻權奇難具論。
Tài phùng diệt tận châm tuyến tích.,裁縫滅盡針線蹟。
Đằng Vương giáp điệp Giang Đô mã.,滕王蛺蝶江都馬。
"Sử thiên hạ chi nhân bất cảm ngôn nhi cảm nộ,",使天下之人不敢言而敢怒、
Kim nhật kỷ hoa khai?,今日幾花開？
Tạc thị kim thị tri giả kỳ thiên.,昨是今是知者其天。
Tình vân bố loạn điệp.,晴雲布亂蝶。
"Hà tiết yểm hốt, đề túc sái huyết?",何節奄忽，啼足灑血？
Khứ trú bỉ thử vô tiêu tức.,去住彼此無消息。
Chí thử khoái tâm lữ.,至此快心膂。
Phần hương điện tử yêu bách tường.,焚香奠醑邀百祥。
Tương yêu cộng tuý bôi trung lục.,相邀共醉杯中綠。
Gia trú Ngũ Hồ quy khứ lai.,家住五湖歸去來。
Cảnh cảnh bất mỵ.,耿耿不寐，
"Nam Trọng thái tổ,",南仲太祖，
Dĩ mạc bất thứ.,以莫不庶。
"Phân nhiên dục độn vô song sí,",紛然欲遁無雙翅，
Sương tín dao tương cô nhạn ảnh.,霜信遙將孤鴈影。
Vị chi hà ti?,謂之何哉。
Lộ đính sái tùng phong.,露嵿洒松風。
Bạc mộ ngư tiều thừa thuỷ nhập.,薄暮漁樵乘水入。
Hốc hách thử uy kiêu.,熇赫暑威驕。
Hà đắc vấn Khiên Ngưu?,何得問牽牛。
"Phát phẫn vong thực, mỗi nghiên đàm thao lược chi thư,",發憤忘食，每研覃韜略之書，
"Thượng giới chân nhân hảo thanh tịnh,",上界真人好清凈，
"Quần sinh hề nhuận trạch,",群生兮潤澤，
"Tạc nhật hoa tốc tốc,",昨日花簌簌，
"Ngô quan Đoài, Cấn,",吾觀兌艮，
"Ngã hữu gia tân,",我有嘉賓，
Đầu nhập cự táo viêm viêm nhiệt.,投入巨灶炎炎熱。
"Hoàng điểu hoàng điểu quy thực trường,",黃鳥黃鳥歸食長，
Phúc lộc lai hạ.,福祿来下。
Tuyết lạc phân phân na nhẫn xúc.,雪落紛紛哪忍觸。
Mã tê hoa loạn phi.,馬嘶花亂飛。
"Ỷ tịch xuân miên giác,",綺席春眠覺，
"Dữ quân chu toàn,",與君周旋，
"Chưng sa luyện thạch nhiên lỗ vân,",蒸沙煉石燃虜雲，
Khẳng sổ Nghiệp Hạ hoàng tu nhi.,肯數鄴下黃須兒。
"Thi tửu cầm kỳ khách,",詩酒琴棋客，
Chỉnh đốn câu thăng đãi thời vũ.,整頓溝塍待時雨。
Lâm hạ hữu hách.,臨下有赫。
Thúc hốt bắc tồ.,倏忽北徂。
Khách đa lạc hàm bỉnh chúc du.,客多樂酣秉燭遊。
"Hoàn lý thiên hạ,",環理天下，
Hồng nhị phát thanh điều.,紅蕊發青條。
Hà xứ thu phong chí?,何處秋風至，
Ngột ngột đằng đằng tự độ nhật.,兀兀騰騰自度日。
Lệnh vấn bất dĩ;,令聞不已；
"Tiền hữu dung ám quân,",前有庸暗君，
"Tân đình thu nguyệt dạ,",津亭秋月夜，
Tại Tuấn chi đô.,在浚之都。
"Thu lai sơn vũ đa,",秋來山雨多，
"Thuần chi bân bân,",鶉之奔奔。
Bất năng sử lang hưu tác khách.,不能使郎休作客。
Thu nguyệt hàn thuỷ.,秋月寒水。
"Tịch dương sạ minh phong diệc chuyển,",夕陽乍明風亦轉，
"Chí sĩ u nhân mạc oán ta,",志士幽人莫怨嗟，
"Nhật mộ thương sơn viễn,",日暮蒼山遠，
"Bách đài sương uy hàn bức nhân,",柏台霜威寒逼人，
Sư can chi thí.,師幹之試，
"Ức đắc khứ niên xuân phong chí,",憶得去年春風至，
"Thuỷ bất thuỳ sí,",始不垂翅，
Thoát thân mạo tử bôn đào quy.,脫身冒死奔逃歸。
"Hốt yên sơn đê thụ thuý, loan hồi thuỷ mị.",忽焉山低樹翠，灣迴水媚。
"Cung vũ chi phục,",共武之服，
Xuy tiêu ức cựu du.,吹簫憶舊遊。
"Môn ngoại manh thanh hốt đỉnh phất,",門外甿聲忽鼎沸，
"Thuỷ bích sơn minh Ngô Hạ xuân,",水碧山明吳下春，
Khinh âu phiêu mạt tùng xạ huân.,輕漚漂沫松麝薰。
"Đích dung dữ dĩ y mỹ hề,",的容與以猗靡兮，
Thiên Sơn dĩ bao thiên.,天山已包天。
"Tự quân chi xuất hỹ,",自君之出矣，
"Tứ hầu như thụ,",四鍭如樹，
"Thái chu tiên minh tứ song tịch,",彩舟鮮明四窗辟，
"Huống phục tàn nguyệt hiểu,",況復殘月曉，
"Vãn lai thiên dục tuyết,",晚來天欲雪，
Tháp thượng đình tiền ngật tương hướng.,榻上庭前屹相向。
"Mã Ngôi pha hạ Dương Thái Chân,",馬嵬坡下楊太真，
"Nang phong sơ thướng cửu trùng quan,",囊封初上九重關，
"Tất suất tại đường,",蟋蟀在堂，
"Giang thượng vãng lai nhân,",江上往來人，
"Viễn tàm Tây Tử, cận quý Vương Tường.",遠慚西子，近愧王嬙。
"Vạn trượng hồng tuyền lạc,",萬丈紅泉落，
"Đông lân cao lâu xuy ngọc sinh,",東鄰高樓吹玉笙，
"Hà Nghệ chi xạ cách,",何羿之射革，
Đỗ quyên thanh xứ lạc hoa hồng.,杜鵑聲處落花紅。
Xuế y như thảm.,毳衣如菼。
"Thế gian vô vật khả tỷ huống,",世間無物可比況，
"Tật phong tri kình thảo,",疾風知勁草，
Tượng chi sế dã.,象之揥也，
"“Thử Trùng Hưng nhị thánh cầm Ô Mã Nhi chi chiến địa,",此重興二聖擒烏馬兒之戰地，
Triệt phi huỷ các như phong tảo.,撤扉毀閣如風掃。
"Khổ Huyền Quang hoà thượng cốt lập,",苦縣光和尚骨立，
Sầu tuyệt cánh thuỳ luân.,愁絕更誰論。
Sơn hà thiên cổ điện kim âu.,山河千古奠金甌。
"Ân chi vị táng sự,",殷之未喪師，
Khỉ vô tha nhân?,豈無他人？
Tiên khán tử tôn.,先看子孫。
Phù hà chi hề đương chi?,夫何之兮當之？
"Tự quân chi xuất hỹ,",自君之出矣，
Nguyệt xuất bạch viên đề.,月出白猿啼。
Nhân bách kỳ thân.,人百其身。
Ngã vô lệnh nhân.,我無令人。
"Thanh ảnh di mai chí,",清影移梅至，
Vô tư bất phục.,無思不服。
Lão lai hà đại tiệp.,老來何大捷。
Huyền Phố tầm hà tri hữu vô.,懸圃尋河知有無。
Cập thử tân quá vũ.,及此新過雨。
Tùng từ nhất thốc.,叢祠一簇。
Ngẫu phùng giai sĩ diệc tả chân.,偶逢佳士亦寫真。
Hồ binh dĩ phạm Lương Châu thành.,胡兵已犯涼州城。
Chi chi mãn lệ ngân.,枝枝滿淚痕。
"Thể càn khôn chi phúc tái, dữ vạn vật nhi vi xuân.",体乾坤之覆載，與萬物而為春。
"Lang trí kỳ vĩ,",狼疐其尾、
"Quy chu dạ vị bạc,",歸舟夜未泊，
"Thức át khấu ngược,",式遏寇虐，
Hồ nhiên nhi Thiên dã?,胡然而天也？
"Thiếu niên ỷ khí cuồng bất ky,",少年倚氣狂不羈，
"Cân phất hương dư đảo dược trần,",巾拂香餘擣葯塵，
Bất lưu thúc sở.,不流束楚。
Nhân gia dữ điếu ky.,人家與釣磯。
"Bất tri ngã giả,",不知我者，
Ký nãi:,既乃：
Hữu cốt dĩ đoá tuỷ xuân thông.,有骨已剁觜春蔥。
Tặc tù thụ thủ tất bình trị.,賊酋授首悉平治。
"Tự hữu sơn tuyền nhập,",自有山泉入，
Phát phu cộng thụ nhật quang hoa.,髮膚共受日光華。
"Bán tỉnh bán tuý nhật phục nhật,",半醒半醉日復日，
"Bất nhĩ địa mạch cống nhuận hợp tác Thiên Sơn tùng,",不爾地脈貢潤合作天山松，
"Mạc sầu phụ mẫu thiểu hoàng kim,",莫愁父母少黃金，
"Ấm hàm bão ủng ngoạ thuyền đầu,",飲酣抱瓮臥船頭，
"Thê tung hồ quỳnh chi chi thượng, tức ảnh ư châu liêm chi tiền.",棲蹤乎瓊枝之上，息影於珠簾之前。
Hựu an kế đương thế hậu thế chi thị phi xứng hành.,又安計當世後世之是非稱衡，
Kỵ phù:,暨夫：
Ngũ Lăng giai khí vô thời vô.,五陵佳氣無時無。
"Quan thái hư hề tượng mang mang,",觀太虛兮象茫茫，
"Trang thành ngưng hiểu toạ,",粧成凝曉坐，
"Thang xuất Trùng tuyền,",湯出重泉，
"Tinh cung chi quân tuý quỳnh tương,",星宮之君醉瓊漿，
"Cao tình lâm sảng nguyệt,",高情臨爽月，
Sơn hữu bao lạc.,山有苞櫟，
Thi thư thị bảo.,詩書是寶。
"Tự tây tự đông,",自西自東，
"Viên chỉnh kỳ lữ,",爰整其旅，
Vô độc tư uý.,無独斯畏。
"Diêu tri nhị nguyệt xuân giang khoát,",遙知二月春江闊，
Thặng trữ nhị mạch nhiêu ty miên.,剩貯二麥饒絲綿。
Nhị tam kỳ đức.,二三其德。
Án đầu can tử độc thư huỳnh.,案頭干死讀書螢。
"Vi sân Vương lục sự,",為嗔王錄事，
"Vô ố tiểu nhân,",無惡小人，
"Vương lữ than than,",王旅嘽嘽，
"Nhật nhật nhân không lão,",日日人空老，
Nhược hoa hà quang?,若華何光？
"Thướng sơn thái vi,",上山採薇，
"Ba Lăng vô hạn tửu,",巴陵无限酒，
Tận nhật ni nam nhân vị tri.,盡日呢喃人未知。
"Ức tích Phạm Tăng toái ngọc đẩu,",憶昔範增碎玉斗，
"Ấu nhi cần học,",幼而勤學，
"Mãi thủ Ngô oa tam nhật tửu,",買取吳娃三日酒，
Kim phong lão hoả tiêu.,金風老火消。
Hành nhân khứ bất tức.,行人去不息。
Y!,噫！
Biển chu xuất cô bồ.,扁舟出孤蒲。
"Nam Điều, Bắc Điều đẳng nhàn nhĩ,",南條北條等閑耳，
"Ngẫu xúc mục nhi thương tâm, giác lâm phong nhi hậu nhan.",偶觸目而傷心，覺臨風而厚顔。
"Việt nhân đáo thử xứ,",越人到此處，
Nhật xuất vân trung kê khuyển huyên.,日出雲中雞犬喧。
"Trạc trạc phù dung sinh ngọc chiểu,",濯濯芙蓉生玉沼，
Trướng biệt thử hà thì.,悵別此何時。
Hữu thần Cửu Linh.,有臣九齡。
Nguyện ngôn tắc hoài.,愿言則懷。
"Tư vô dịch,",思無斁，
"Cốt nhục vi nê hề, suy thảo hào lương.",骨肉為泥兮，衰草濠梁。
"Trăn lâm uất thịnh, ba hoa phúc cái.",榛林鬱盛，葩華覆蓋。
"Sát tể phu chi nhi hùng hề, tòng đài thượng dĩ đạn nhân.",殺宰夫之胹熊兮，從臺上以彈人。
"Kỳ phong tứ hảo,",其風肆好，
"Dĩ nhược chế cường, hoặc công nhân chi bất bị;",以弱制彊，或攻人之不備；
"Bạch phát tam thiên trượng,",白髮三千丈，
"Đáo để nhất trần hoàn bất nhiễm,",到底一塵還不染，
"Cận thụ thâm ư nhiễm,",近樹深於染，
"Ngẫu vu trần ngoại chẩn, phổ cực hoàn trung thú.",偶迂塵外軫，溥極寰中趣。
"Vị thuỷ uy di bạch nhật tịnh,",渭水逶迤白日淨，
Nghiêm sương điêu bách thảo.,嚴霜雕百草。
"Kỷ cá nạp tăng,",幾個衲僧，
"Bất lộ văn chương thế dĩ kinh,",不露文章世已驚，
Phục ngã giang san tồn ngã thống.,復我江山存我統。
Tư thân ngôn quy tâm diêu diêu.,思親言歸心搖搖。
Thì đăng cổ thành thượng.,時登古城上。
Nhất tiển vạn cổ phàm mã không.,一洗萬古凡馬空。
Dục dĩ phi bạc minh kỳ trung.,欲以菲薄明其衷。
Quân hữu trường tài bất bần tiện.,君有長才不貧賤。
Uyên Minh Nghĩa Hy thư giáp tý.,淵明義熙書甲子。
"Cực mục giang thiên viễn,",極目江天遠，
"Trường An thu vũ thập nhật nê,",長安秋雨十日泥，
"Tiên nhân chúc thụ chá yên khinh,",仙人燭樹蜡煙輕，
Hạ thử lê thứ giao khả bi.,下此黎庶教可悲。
Hiệu liệp diệc tự quan thành công.,校獵亦似觀成功。
"Tấn Dương thành ngoại thao thao thuỷ,",晉陽城外滔滔水，
Viên phương khải hành.,爰方啟行。
Tây Nhung dĩ kết binh.,西戎已結兵。
Đồng thời diệc trúng Tam cung tuyển.,同時亦中三宮選。
"Dục hoán biển chu quy khứ,",欲喚扁舟歸去，
"Lân ảo kiến chi liên cơ hàn,",鄰媼見之憐饑寒，
Tiền nguyệt Phù Lương mãi trà khứ.,前月浮梁買茶去。
"Bỉnh tâm tắc uân,",秉心塞淵，
"Mạc thụ châu ngọc,",莫受珠玉，
"Nhật nhật tâm lai vãng,",日日心來往，
"Hốt văn hải thượng trường phong sinh,",忽聞海上長風生，
Giá tiện khất dữ như khang tê.,價賤乞與如糠粞。
"Uy dĩ nam xuyên thuỷ,",逶迤南川水，
Dĩ xa khư khư.,以車祛祛。
Bất tín hành nhân bất ức gia.,不信行人不憶家。
"Ân tư cần tư,",恩斯勤斯、
"Thời lai thiên lý phong, tập tập xuy phương đỗ.",時來千里風，習習吹芳杜。
"Tuy tắc như huỷ,",雖則如燬、
Hà xứ hữu trùng dương.,何處有重陽。
Hữu sứ bằng tương kim tiễn đao,有使憑將金剪刀，
"Ký đăng nãi y,",既登乃依，
Khắc khai quyết hậu.,剋開厥後。
Yết đế xưng tràng đăng ngự diên.,謁帝稱觴登御筵。
"Sơn tăng tham nguyệt sắc,",山僧貪月色，
Lưỡng xứ mang mang giai bất kiến.,兩處茫茫皆不見。
"Phô sàng phất tịch trí canh phạn,",鋪床拂席置羹飯，
"Lạc Dương phỏng tài tử,",洛陽訪才子，
Bạc ngôn quynh giả:,薄言駉者：
"Xạ nhân hương trọng thân tiên tử,",麝因香重身先死，
Đăng hoả dạ trang minh.,燈火夜妝明。
Đê nhĩ tĩnh thinh nghi hữu thanh.,低耳靜聽疑有聲。
"Trường hận ca, vị thuỳ tác?",長恨歌，為誰作？
"Đông môn chi trì,",東門之池，
"Thị dân bất thao,",視民不恌，
"Song bì lưu vũ tứ thập vi,",雙皮溜雨四十圍，
Thiên xuân hoá đỗ quyên.,千春化杜鵑。
"Bang quốc nhược bĩ,",邦國若否，
Diệc tri cùng sầu an tại tai.,亦知窮愁安在哉。
"An đắc xả trần võng,",安得捨塵網，
"Cử đầu hồng nhật cận,",舉頭紅日近，
Hoạ loạn sơ bình sự hưu tức.,禍亂初平事休息。
"Tự lai y đới hoãn,",自來衣帶緩，
Kim cổ du du khứ trú đồng.,今古悠悠去住衕。
"Thần võng thời oán,",神罔時怨，
Hà dĩ chu chi?,何以舟之？
"Công khanh chu môn vị khai toả,",公卿朱門未開鎖，
"Tinh ngôn túc giá,",星言夙駕，
"Lý hữu ly phụ sầu độc túc,",里有嫠父愁獨宿，
Nam Sơn hiểu tuyết ngọc lân tuân.,南山曉雪玉嶙峋。
"Ngũ mộc lương chu,",五楘梁辀，
"Hối hối kì vũ,",翙翙其羽，
Khỉ vô tha nhân?,豈無他人？
"Đãn hoạn vô tài,",但患無才，
Hưu tường trọng đốc.,休祥重篤。
"Phiếm phiếm dương chu,",泛泛楊舟，
"Nhân gian sinh tử bất khả kỳ,",人間生死不可期，
"Cân lực đăng nguy tập thị môn,",筋力登危集市門，
Hà xứ phùng tình bất khả liên?,何處逢情不可憐。
"Phương bao phương thể,",方苞方體，
"Hốt văn thuỷ thượng tỳ bà thanh,",忽聞水上琵琶聲，
Di cửu viễn nhi dũ mại.,彌久遠而愈佅。
"Tần Vọng hoạ trung san,",秦望畫中山，
Gia gia môn ngoại liễu như yên;,家家門外柳如煙；
Hư thất toạ gian đồng.,虛室坐間同。
"Nhược tương phú quý tỉ bần tiện,",若將富貴比貧賤，
"Bách nhĩ quân tử,",百爾君子，
Dữ quân song thê cộng nhất thân.,與君雙棲共一身。
"Luy luy đôi phụ tàng bôn đột,",纍纍塠阜藏奔突，
"Yên sơn như trường xà,",燕山如長蛇，
Bao hồng nhan nhi phất minh.,包紅顏而弗明。
Hạp trung trường kiếm dạ hữu thanh.,匣中長劍夜有聲。
Tẩy tương Hồ địa Độc Lưu tuyền.,洗將胡地獨流泉。
Phẩm vựng sán hề chiêu tô.,品彙粲兮昭蘇。
Dữ công đồng độ Ngô Giang thuỷ.,與公同渡吳江水。
"Thiền sam lân đới uỷ la bình,",蟬衫麟帶委羅屏，
Bất tảm cố dã.,不寁故也。
Điển y cung biện hương.,典衣供瓣香。
Thương lăng bạch bì thập bão văn.,蒼棱白皮十抱文。
Thử kỳ công dụng khả dĩ phối ư càn khôn; tính tình khả dĩ đồng ư nhật nguyệt.,此其功用可以配於乾坤；性情可以同於日月。
"Sơn khung mạch khúc đô bất dụng,",山芎麥麴都不用，
Hoàng kim mãn địa thu phong ác.,黃金滿地秋風惡。
Thằng kỳ tổ vũ.,繩其祖武。
"Khải đễ quân tử,",豈弟君子，
"Tiểu lợi nhược tham,",小利若貪，
"Đệ tử thuỳ y bạch mao thất,",弟子誰依白茅室，
Duy khuông cập cử.,維筐及筥。
"Đản di quyết nguyệt,",诞彌厥月，
Hoà linh ương ương.,和鈴央央。
"Ngã mã duy kỳ,",我馬維騏，
"Ô đài không phát hành đài phong,",烏台空發行台封，
Phong lưu Hạ Quý Chân.,風流賀季真。
"Tình giang y cựu tả Tầm Dương,",晴江依舊瀉潯陽，
"Nam hữu cù mộc,",南有樛木、
"Nhất đổ từ nhan tiện hồi thủ,",一睹慈顏便回首，
"Giang sơn, pháp tương chi bí dã.",江山，法像之秘也。
Nhuế cúc chi tức.,芮鞫之即。
Tại Vị chi sĩ.,在渭之涘。
Hạnh bằng ấm tí.,幸憑廕庇。
"Bất tri thử xứ đạp hương nê,",不知此處踏香泥
Lũng sơn tiêu sắt thu vân cao.,隴山蕭瑟秋雲高。
Thiên thu ngưỡng chỉ.,千秋仰止。
"Thiên võng khôi khôi,",天網恢恢，
"Duy xuân thuỷ chi thanh liên,",帷春水之清漣，
Khảng khái tôn tiền vị thuỳ vũ.,慷慨尊前為誰舞。
Bằng hoa thuyết dữ xuân phong tri.,憑花說與春風知。
Chúng huỷ toàn tiêu lạc,眾卉全蕭落，
"Tiền nhật tài năng thuỷ thuỳ bá,",前日才能始誰播，
Bi tại quân gia lưu lưỡng nhi.,悲在君家留兩兒。
"Vũ nhập giang quang xuy bất kiến,",雨入江光吹不見，
"Ô hô! Sở tuy tam hộ năng vong Tần,",嗚呼！楚雖三戶能亡秦，
Vô cảm hí dự;,無敢戲豫；
"Diệc ký kiến chỉ,",亦既見止、
Thần dũng nghị nhiên duy độc quân.,神勇毅然惟獨君。
Minh niên nhân nhật tri hà xứ ?,明年人日知何處？
"Thuỳ gia viên lý hữu thử thụ,",誰家園里有此樹，
"Hữu nhân lai thuyết quân trùng hôn,",有人來說君重婚，
Tuy cô thân tẩu biến bát cực thuỳ hà tai.,雖孤身走遍八極誰何哉。
Phụ mẫu hà thực?,父母何食？
"Thử ý nhân bất hội,",此意人不會，
"Kham bi tiểu uyển tác trường đạo,",堪悲小苑作長道，
Xảo xu thương hề.,巧趨蹌兮，
Ngôn niệm quân tử.,言念君子，
Khởi thiên vận chi biến vu tư da?,豈天運之變于斯耶？
Toả vi tà ánh khinh hà cử.,瑣闈斜映輕霞舉。
Phồn sương phi phi.,繁霜霏霏。
"Dực ngôn gia chỉ,",「弋言加之，
Hãn kỳ can hĩ!,暵其乾矣。
Ngã hành bất lai.,我行不來。
"Tịnh xưng Di Ngô,",並稱夷吾，
"Ân cần dịch tây lộ,",殷勤驛西路，
Phong niểu mẫu đơn chi.,風裊牡丹枝。
"Phanh dương tể ngưu toạ tao khâu,",烹羊宰牛坐糟丘，
Khởi vô quả báo.,豈無果報。
"Trung Nguyên biệt hậu vô tiêu tức,",中原別后無消息，
Kim nhật minh niên thuỳ đắc tri?,今日明年誰得知。
Hảo tuý xuân bôi tửu.,好醉春杯酒。
Mỗi hoài mỹ cập.,每懷靡及。
Tử đệ tam ban thập phiên cổ.,子弟三班十番鼓。
Hoàng chỉ phóng tận bạch chỉ thôi.,黃紙放盡白紙催。
"Nhượng quốc bất dụng,",讓國不用，
Ngọc viết: Kỳ mộng nhược hà?,玉曰：其夢若何？
"Lân chi lốc,",麟之角、
Lộ vu phi.,鷺于飛。
"Sổ chi nhu lỗ hoạch pha lê,",數枝柔櫓劃玻璃，
"Hoạ my do vị liễu,",畫眉猶未了，
Hà vị hoài ưu tâm phiền tiêm?,何為懷懮心煩纖？
Ly phụ bì bệnh cân lực suy.,嫠婦疲病筋力衰。
Khuynh hồ đáp cố tri.,傾壺答故知。
"Tửu hàm lãn vũ thuỳ tương duệ,",酒酣懶舞誰相拽，
Hồ nhiên nhi thiên bất tảo cức.,胡然而天不早殛。
"Ngư long biến hoá sự an tri,",魚龍變化事安知，
Cuồng đồng chi cuồng dã thư!,狂童之狂也且！
"Tướng quân dục dĩ xảo phục nhân,",將軍欲以巧伏人，
Nhàn toạ thuyết Huyền Tông.,閑坐說玄宗。
Tứ phương dĩ vô phất.,四方以無拂。
"Thỉ thi bất đa,",矢詩不多，
Bất hoàng tương mỹ.,不遑將母。
Trung hữu vân khí tuỳ phi long.,中有雲氣隨飛龍。
Hoa thảo giảm xuân dung.,花草減春容。
Diệc hữu tư dung.,亦有斯容。
Mỹ quốc bất mẫn.,靡國不泯。
Duy thị bành thương tổng tượng tiên.,維是彭殤總象先。
Vấn thuỳ yêu liêm Hồ dữ Khương.,問誰腰鐮胡與羌。
"Sở cuồng tuý ca ca chính phát,",楚狂醉歌歌正發，
Bất đạt sự lý.,不達事理。
"Khương Duy độc bằng khí lực cao,",姜維獨憑氣力高，
Vu kinh tư y.,于京斯依。
Khí ngã hà thiên.,棄我遐遷。
Thiên tự thung dung định chủ trương.,天自從容定主張。
Hán triều công khanh kỵ Giả Sinh.,漢朝公卿忌賈生。
"Đắc phi huỷ trung chi linh, mao trung chi dị hồ!",得非卉中之靈，毛中之異乎。
"Thiên giám tại hạ,",天監在下，
Bất bạc điếu đài hạ.,不泊釣臺下。
Mỗi dạ giang biên túc suy liễu.,每夜江邊宿衰柳。
Đỗ Lăng dã lão cốt dục chiết.,杜陵野老骨欲折。
"Hoàng trần thanh thuỷ tam sơn hạ,",黃塵清水三山下，
"Chung viễn huynh đệ,",終遠兄弟，
"Ký chi tử,",驥之子，
"Kiến diệp sơ nghi thị,",見葉初疑柿，
"Thiếp thân nguyện tác Vu Sơn vân,",妾身願作巫山雲，
"Giang biên tửu điếm ông,",江邊酒店翁，
"Loạn phi hồn tự khả,",亂飛渾自​​可，
"Tương dĩ sảng hồ dư hoài,",將以爽乎余懷，
Tam Nguy an tại?,三危安在？
Cố quân tử:,故君子：
"Ngô ca Sở vũ hoan vị tất,",吳歌楚舞歡未畢，
Thân dục phấn phi bệnh tại sàng.,身欲奮飛病在床。
Nghi thị lộng châu nhân.,疑是弄珠人。
"Tân thi nhật nhật thiên dư ngôn,",新詩日日千餘言，
Dũng phu na tử hàn mặc trường.,勇夫那死翰墨場。
"Kinh Môn bất kham biệt,",荊門不堪別，
"Dĩ tiên tổ thụ mệnh,",以先祖受命，
Bắc xá đông lân văn khốc thanh.,北舍東鄰聞哭聲。
Tuỳ phong nhập lang thủ.,隨風入郎手。
Bảo kiếm trị thiên kim.,寶劍值千金。
Kim châu thuý ngọc đôi mãn đầu.,金珠翠玉堆滿頭。
Tại Tuấn chi giao.,在浚之郊。
"Hà sừ uý quan khứ hà qua,",荷鋤畏官去荷戈，
"Quân gia nghiêm quân dũng tì hổ,",君家嚴君勇貔虎，
Tử nhiêm lục nhãn Hồ nhân xuy.,紫髯綠眼胡人吹。
Đãi băng vị phán.,迨冰未泮。
Ngã độc khoá lư tử.,我獨跨驢子。
