vi,cn
"Gian tỷ ỷ ư đông sương hề, quan phù mỹ mỹ nhi vô cùng.",間徙倚於東廂兮，觀夫靡靡而無窮。
"Tễ ngọc hộ dĩ hám kim phô hề, thanh tăng hoành nhi tự chung âm.",擠玉戶以撼金鋪兮，聲噌吰而似鍾音。
"Khắc mộc lan dĩ vi suy hề, sức văn hạnh dĩ vi lương.",刻木蘭以為榱兮，飾文杏以為梁。
"La phong nhung chi du thụ hề, ly lâu ngô nhi tương sanh.",羅豐茸之遊樹兮，離樓梧而相撐。
"Thi khôi mộc chi bạc lô hề, uỷ sâm si dĩ khang lương.",施瑰木之欂櫨兮，委參差以槺梁。
"Thì phảng phất dĩ vật loại hề, tượng Tích Thạch chi tương tương.",時彷彿以物類兮，像積石之將將。
"Ngũ sắc huyễn dĩ tương diệu hề, lạn diệu diệu nhi thành quang.",五色炫以相曜兮，爛耀耀而成光。
"Trí thác thạch chi linh bích hề, tượng đại mội chi văn chương.",緻錯石之瓴甓兮，像玳瑁之文章。
"Trương la ỷ chi mạn duy hề, thuỳ Sở tổ chi liên cương.",張羅綺之幔帷兮，垂楚組之連綱。
"Phủ trụ my dĩ thung dung hề, lãm Khúc Đài chi ương ương.",撫柱楣以從容兮，覽曲臺之央央。
"Bạch hạc khiếu dĩ ai hiệu hề, cô thư trĩ ư khô dương.",白鶴噭以哀號兮，孤雌跱於枯楊。
"Nhật hoàng hôn nhi vọng tuyệt hề, trướng độc thác ư không đường.",日黃昏而望絕兮，悵獨託於空堂。
"Huyền minh nguyệt dĩ tự chiếu hề, tồ thanh dạ ư động phòng.",懸明月以自照兮，徂清夜於洞房。
"Viện nhã cầm dĩ biến điệu hề, tấu sầu tứ chi bất khả trường.",援雅琴以變調兮，奏愁思之不可長。
"Án lưu chuỷ dĩ khước chuyển hề, thanh ấu miểu nhi phục dương.",案流徵以卻轉兮，聲幼眇而復揚。
"Quán lịch lãm kỳ trung tháo hề, ý khảng khái nhi tự ngang.",貫歷覽其中操兮，意慷慨而自卬。
"Tả hữu bi nhi thuỳ lệ hề, thế lưu ly nhi tòng hoành.",左右悲而垂淚兮，涕流離而從橫。
"Thư tức ấp nhi tăng hy hề, sỉ lý khởi nhi bàng hoàng.",舒息悒而增欷兮，蹝履起而彷徨。
"Du trường duệ dĩ tự ế hề, sổ tích nhật chi khiên ương.",揄長袂以自翳兮，數昔日之愆殃。
"Vô diện mục chi khả hiển hề, toại đồi tứ nhi tựu sàng.",無面目之可顯兮，遂頹思而就床。
"Đoàn phân nhược dĩ vi chẩm hề, tịch thuyên lan nhi thần hương.",摶芬若以為枕兮，席荃蘭而茞香。
"Hốt tẩm mị nhi mộng tưởng hề, phách nhược quân chi tại bàng.",忽寢寐而夢想兮，魄若君之在旁。
"Dịch ngụ giác nhi vô kiến hề, hồn vương vương nhược hữu vong.",惕寤覺而無見兮，魂迋迋若有亡。
"Chúng kê minh nhi sầu dư hề, khởi thị nguyệt chi tinh quang.",眾雞鳴而愁予兮，起視月之精光。
"Quan chúng tinh chi hàng liệt hề, Tất, Mão xuất ư đông phương.",觀眾星之行列兮，畢昴出於東方。
"Vọng trung đình chi ái ái hề, nhược quý thu chi giáng sương.",望中庭之藹藹兮，若季秋之降霜。
"Dạ mạn mạn kỳ nhược tuế hề, hoài uất uất kỳ bất khả tái canh.",夜曼曼其若歲兮，懷鬱鬱其不可再更。
"Đạm yển kiển nhi đãi thự hề, hoang đình đình nhi phục minh.",澹偃蹇而待曙兮，荒亭亭而復明。
"Thiếp nhân thiết tự bi hề, cứu niên tuế nhi bất cảm vong.",妾人竊自悲兮，究年歲而不敢忘。
"Thị tuế thập nguyệt ký vọng, Học Tốn thị tự Bảo Triện chi dưỡng trai quy vu Hà Khẩu thư viện, kê minh sách mã vu kỳ đồ nhi chi Thiên Thai sơn.",是歳十月既望，學遜氏自寶篆之養齋，歸于河口書院，雞鳴策馬迂其途而之天台山。
"Đông phương dục minh, thiên sắc thượng lê.",東方欲明，天色尚黎。
"Ải nãi nhất thanh, quần sơn chuyển huy.",欸乃一聲，群山轉暉。
"Trắc bỉ thôi ngôi, phóng nhãn hoành di.",陟彼崔嵬，放眼紘夤。
"Yên quang vạn thái, tỉ bộ bất tề.",煙光萬態，徙步不齊。
"Nãi uỷ bí chỉ sách, túng mã chi sở chi.",乃委轡止策，縱馬之所之。
"Hốt yên sơn đê thụ thuý, loan hồi thuỷ mị.",忽焉山低樹翠，灣迴水媚。
"Tán lịch ngại lý, bình cương sa khỉ.",散礫礙履，平崗沙起。
"Hổ báo củng thị, cầu long tác thế.",虎豹拱視，虯龍作勢。
"Kim cương ủ lũ, sư tử phục địa.",金剛傴僂，獅子伏地。
"Bại bích thành đôi, phác bi thất lệ.",敗壁成堆，撲碑失隸。
"Thác nhận thiền căn, hoảng nhiên thiên thị.",錯認禪根，恍然天市。
Dã tẩu vị ngôn:,野叟為言：
- Thử tiên triều hành cung chi cố chỉ dã.,此先朝行宮之故址也。
"Dư tòng nhi vấn kỳ sự,",余從而問其事，
Tắc lịch lịch như Vân Du chi sở ký.,則歷歷如雲遊之所記。
"Thịnh vãn tuần hoàn, cố sự thành lan.",盛晩循環，故事成瀾。
"Ngẫu xúc mục nhi thương tâm, giác lâm phong nhi hậu nhan.",偶觸目而傷心，覺臨風而厚顔。
"Khoảnh hữu nhất nhân, tòng sơn biên lai,",頃有一人，從山邊來，
"Nhận thị cố nhân, tương kiến thậm hoan.",認是故人，相見甚歡。
"Tương dữ bả ác vu tùng phong chi hạ,",相與把握于松風之下，
Đề huề ư trúc thạch chi gian.,提攜於竹石之間。
"Tự bình sinh chi khế khoát,",敘平生之契闊，
Bình vũ trụ chi đại quan.,評宇宙之大觀。
"Cố nhân hứng tận, dư do bàn hoàn.",故人興盡，余猶盤桓。
Quái nhi vấn dư viết:,怪而問余曰：
"- Thiên địa danh thắng đa hỹ,",天地名勝多矣，
Nhi tử hà luyến hồ tư san?,而子何戀乎斯山。
Viết:,曰：
"- Tạo thiết vô cùng, tế bàn phi trách.",造設無窮，際蟠非窄。
"Nhân sinh kỳ gian, quý hồ thuận thích.",人生其間，貴乎順適。
"Dư cái ố thành thị chi huyên hoa,",余蓋惡城市之諠譁，
Hỷ sơn cư chi nhã tịch.,喜山居之雅寂。
"Tương dĩ sảng hồ dư hoài,",將以爽乎余懷，
Khởi dư hiếu vu cùng tịch.,豈余好于窮僻。
"Sơn bất tại cao, thuỷ bất tại thâm.",山不在高，水不在深。
"Sơn thuỷ chi lạc, ngụ ư mục nhi đắc ư tâm.",山水之樂，寓於目而得於心。
Hà tất:,何必：
"Cùng Hổ Khê chi nguyên, thám Nhạn Đãng chi quật.",窮虎溪之源，探雁蕩之窟，
"Phan thê cốt chi sào, khám tiềm giao chi thất.",攀梯鶻之巢，瞰潛蛟之室。
Nhiên hậu túc dĩ sướng ngô hoài nhi tiêu tục lự dã tai?,然後足以暢吾懷而消俗慮也哉？
"Nãi đăng vọng giang chi lâu, cô thị tửu nhi ẩm chi.",乃登望江之樓，沽市酒而飲之。
"Tửu cập vi huân, cố nhân quắc nhiên khởi viết:",酒及微醺，故人矍然起曰：
"- Văn chương, thái cực chi tuý dã,",文章，太極之粹也，
"Giang sơn, pháp tương chi bí dã.",江山，法像之秘也。
"Đại khối ký giả ngã dĩ văn chương,",大塊既假我以文章，
Giang sơn phục triệu ngã dĩ yên cảnh.,江山復召我以煙景。
Hà dĩ đắc tư ư thiên địa tai?,何以得斯於天地哉？
"Hoặc giả các tỉnh ngô thân, tài ngô văn.",或者各省吾身，栽吾文。
"Khứ hoa tựu thực, san ngoa vi thuần.",去華就寔，刊訛為純。
"Tước kỳ chi diệp, dĩ toàn ngô chân.",削其枝葉，以全吾真。
"Thứ bất đố hồ tạo hoá, diệc vô phụ hồ hồng quân.",庶不妒乎造化，亦無負乎洪鈞。
"Nhân bả trản canh chước, phách án nhi ngâm vân:",因把盞更酌，拍案而吟云：
"Giang sơn duyệt nhân đại, thiên tải nhược đán mộ.",江山閲人代，千載若旦暮。
"Ngẫu vu trần ngoại chẩn, phổ cực hoàn trung thú.",偶迂塵外軫，溥極寰中趣。
"Đăng quan khoát tráng mâu, sơ dương kiển túc vụ.",登觀豁壯眸，初陽蹇宿霧。
"Ẩn ước Lãm Sơn vân, hy vi Thiên Đức thụ.",隱約覽山雲，稀微天德樹，
"Thời lai thiên lý phong, tập tập xuy phương đỗ.",時來千里風，習習吹芳杜。
"Xung tưởng mịch liêu thiên, ngô ngữ thục dữ ngộ.",沖想寞寥天，吾語孰與晤。
"Cổ nhân nan dữ kim, kim nhật thúc thành cổ.",古人難與今，今日倏成古。
"Hiền thánh khứ bất quy, trí ngu đồng thử lộ.",賢聖去不歸，智愚同此路。
"Tài đa đạo sở tăng, học quảng nhân tranh đố.",才多道所憎，學廣人爭妒。
"Thông minh tạc hỗn độn, anh phát táng trung tố.",聰明鑿混沌，英發喪衷素。
"Đãn toàn thử nhân trí, thứ thứ hồ lạc thọ.",但全此仁智，庶庶乎樂壽。
"Ngâm thành tửu hạc, yên ngưng sơn mộ.",吟成酒涸，煙凝山暮。
Dư cố thư đồng viết:,余顧書童曰：
- Tiểu tử chí chi!,小子識之，
Tác biệt nhi khứ.,作別而去。
Ta ta tạo vật hề dĩ ngã vi sinh?,嗟嗟造物奚以我為生？
"Dữ ngã dĩ trí nhi đoản kỳ chí,",與我以智而短其志，
Dữ ngã dĩ thành nhi bệnh kỳ hình.,與我以成而病其形。
"Ký bất năng vi câu chi ngang ngang thiên lý,",既不能為駒之昂昂千里，
Hựu bất năng vi phù chi phiếm phiếm trung hành.,又不能為鳧之泛泛中行。
"Ký bất năng vi chí điểu chi tủng thân trắc mục,",既不能為鷙鳥之竦身側目，
Hựu bất năng vi ẩn báo chi liễm thái tàng thanh.,又不能為隱豹之歛彩藏聲。
Ta ta tạo vật hề dĩ ngã vi sinh?,嗟嗟造物奚以我為生？
"Lạm tòng khoa hoạn lịch duyệt chu tinh,",濫從科宦歷閱周星，
Cửu an điềm thoái ngẫu thử gian trinh.,久安恬退偶此艱貞。
"Hốt văn hữu mệnh bất cảm dĩ hoàng ninh,",忽聞有命不敢以遑寧，
Danh nghĩa vi trọng lợi hại vi khinh.,名義為重利害為輕。
"Dục dĩ lý thắng nạn dữ thế tranh,",欲以理勝難與勢爭，
Hãn nhiên bất cố hữu vi vô thành.,悍然不顧有為無成。
Ta ta tạo vật hề dĩ ngã vi sinh?,嗟嗟造物奚以我為生？
"Thượng vô dĩ báo đáp quân phụ,",上無以報答君父，
Hạ vô dĩ cực tế sinh linh.,下無以極濟生靈。
"Nội vô dĩ nghĩa hối tử điệt thiện hoá tộc lý,",內無以義誨子姪善化族里，
Ngoại vô dĩ trung tín tòng giả thuỷ chung bằng tình.,外無以忠信從者始終朋情。
Dân sinh tam sự tàm phụ thế linh.,民生三事慚負涕零。
Ta ta tạo vật hề dĩ ngã vi sinh?,嗟嗟造物奚以我為生？
"Sinh nhi luân ư khuyển dương chi dị vực,",生而淪於犬羊之異域，
Hà như tử nhi đồng hồ thiên địa diểu minh.,何如死而同乎天地杳冥。
"Sinh nhi vi nhân gian chi huyền vưu phụ chuế,",生而為人間之懸疣附贅，
Hà như tử nhi vị giang sơn chi quỳnh chi ngọc anh.,何如死而為江山之瓊枝玉英。
"Nhị triêm thuỷ bích Nùng thường sơn thanh,",弭霑水碧濃常山青，
Nhất thốn tĩnh địa thiên cổ giai thành.,一寸靜地千古佳城。
Du du hồ! Dương dương hồ!,悠悠乎！洋洋乎！
Sóc chi kiếm! Không chi thi! Đằng chi thung!,朔之劍！空之詩！藤之樁！
"Tương dữ vi trắc giáng tả hữu phong vũ lôi đình,",相與為陟降左右風雨雷霆，
Dĩ tẩy hồ my thiên chi tinh.,以洗乎弥天之腥。
Ta ta tạo vật hề dĩ ngã vi sinh?,嗟嗟造物奚以我為生？
Trù tích chi dạ mộng dữ Khuất Tử Bình đối ngã ngôn:,疇昔之夜夢與屈子平對我言：
"“Khứ điếu tựu hạ, khứ hạ tựu điếu”.",「去弔就賀，去賀就弔」。
"Hí kịch sổ đoạn tửu trường vị khuynh,",戲劇數段酒觴未傾，
"Nhi kim yên như mộng như giác, như tuý như tinh.",而今焉如夢如覺，如醉如醒。
"Tri ngã giả hoặc cơ kỳ quá phẫn,",知我者或譏其過憤，
Bất tri giả hoặc ác kỳ yêu danh.,不知者或惡其要名。
"Tri dữ bất tri,",知與不知，
Hựu an kế đương thế hậu thế chi thị phi xứng hành.,又安計當世後世之是非稱衡，
Tự tri tự phận liêu dĩ tự minh.,自知自分聊以自銘。
Ta ta tạo vật hề dĩ ngã vi sinh?,嗟嗟造物奚以我為生？
"Nhân thuỳ mãn bách, bán bách ngải linh,",人誰滿百，半百艾零，
Ngã dĩ vi thọ trần đương giải anh.,我以為壽塵當解纓。
"Nhi hựu hà tiện hồ nhân sinh chi trường cần,",而又何羨乎人生之長勤，
Thương khổ hải chi linh đinh.,傷苦海之零汀。
Ta ta tạo vật hề dĩ ngã vi sinh?,嗟嗟造物奚以我為生？
Thượng kỳ quy cáo gia nhi chúc ngã cố thất:,尚其歸告家兒祝我故室：
"Tích khanh ư gia chi giang,",昔卿於家之江，
"Kim ngã ư quốc chi giang,",今我於國之江，
"Tuy bất đắc đồng thì đồng nhật,",雖不得同時同日，
Do đắc đồng lưu đồng thanh.,猶得同流同清。
Ta ta tạo vật hề dĩ ngã vi sinh?,嗟嗟造物奚以我為生？
"Nhất sắc phân phân, ngô bất tri kỳ hà vi hề, tiêu dư thần,",一色紛紛，吾不知其何為兮，宵歟晨。
"Ngô dục quan thái hư hề, Trường Canh dữ Khải Minh nhi câu dân.",吾欲觀太虛兮，長庚與啟明而俱泯。
"Chỉ tiền sơn nhi thức chiêm hề, thảo thụ đôi bạch dĩ luân khuân.",指前山而拭瞻兮，草樹堆白以輪囷。
"Khởi trường dạ chi vị ương hề, hồ vi hồ điểu thanh ước lược tương văn.",豈長夜之未央兮，胡為乎鳥聲約略相聞。
"Tương thanh thần chi sơ hi hề, hồ vi hồ bản kiều quýnh bất kiến nhân.",將清晨之初稀兮，胡為乎板橋敻不見人。
"Dư hữu nghi hồ tuyết nguyệt hề, hoán dư giả nhi tư tuân.",予有疑乎雪月兮，喚輿者而咨詢。
"Nãi thù ly chi bất biện hề, thủ chỉ khẩu nhi vân vân.",乃殊離之不辨兮，手指口而云云。
"Hành độc hội ư dư tâm hề, vũ trụ hồng hoang chi vị phân.",行獨會於予心兮，宇宙洪荒之未分。
"Hạ thuỳ vi xuyên nhạc hề, thượng thuỳ vi tinh vân.",下誰為川岳兮，上誰為星雲。
"Trung dĩ hà trạng nhi vi vật hề, dĩ hà hình nhi vi nhân.",中以何狀而為物兮，以何形而為人。
"Hựu hà vi thượng trung hạ hề, sử các loại tụ nhi quần phân.",又何為上中下兮，使各類聚而群分。
"Thị lý để không đồng hề, thị khí để hỗn luân.",是理底倥侗兮，是氣底渾淪。
"Hà danh lợi chi tương trục hề, thục vi sơ nhi vi thân.",何名利之相逐兮，孰為疏而為親。
"Hà tống nghênh chi tương phiền hề, thục vi nguỵ nhi vi chân.",何送迎之相煩兮，孰為偽而為真。
"Tự chu xa chi ký trần hề, bỉ vi Miêu nhi thử vi Huân;",自舟車之既陳兮，彼為猫而此為獯。
"Ký mâu kích chi tương tầm hề, nãi ngọc bạch chi tương lân...",既矛戟之相燖兮，乃玉帛之相鄰。
"Thuỷ hữu vạn thiên lý chi tu đồ hề, trùng tam dịch nhi sách hoa nhân,",始有萬千里之修途兮，重三譯而策驊駰。
"Cẩu nhân tích chi sở đáo hề, giai khả lý thanh sương nhi đạp hồng trần.",苟人迹之所到兮，皆可履青霜而踏紅塵。
"Hựu hà nghi phù tuyết nguyệt hề, kế giảo phù thâm tiêu chi dữ đại hân.",又何疑夫雪月兮，計較夫深宵之與大昕。
"Nguyện trường khang hồ thử thân hề, hiệu Cừ xa chi lân lân.",願長康乎此身兮，效蘧車之轔轔。
"Hạnh tư tưu chi vô cữu hề, kỳ thiểu đáp phù hồng quân.",幸諮諏之無咎兮，期少答夫洪均。
"Phú Liên xã chi quy lai hề, hiêu hiêu nhiên hy Sằn dã chi thiên dân.",賦蓮社之歸來兮，囂囂然希莘野之天民。
"Cư bất tri sở vi hề, hành bất tri sở chi,",居不知所為兮行不知所之，
"Vi sở bất đương vi hề, ngã tâm nghi,",為所不當為兮我心疑，
"Chi sở bất đương chi hề, ngô cước trì,",之所不當之兮吾腳遲，
"Ngã tâm nghi hề, ngô bất vi,",我心疑兮吾不為，
"Ngô cước trì hề, ngã bất chi.",吾腳遲兮我不之。
Phù hà vi hề đương vi?,夫何為兮當為？
"Xuyết ngô văn hề, ngâm ngô thi,",綴吾文兮吟吾詩，
"Phụng vương ngôn hề, diễn luân ti,",奉王言兮演綸絲，
Phù hà chi hề đương chi?,夫何之兮當之？
"Tảo ngô triều hề, vãn ngô quy.",早吾朝兮晚吾歸。
"Cần chức vụ hề, giới bôn trì.",勤職務兮戒奔馳。
Quân bất kiến:,君不見：
"Thời vũ lai hề, điền trù ốc,",時雨來兮田疇沃，
"Nhất lê xuân hề, thiên khoảnh túc.",一犁春兮千頃足。
"Khải phong xuy hề, giang hải bình,",凱風吹兮江海平，
"Phiến phàm trương hề, thiên chu doanh.",片帆張兮扁舟盈。
"Tài mộc cụ hề, quân tương tác,",材木具兮君將作，
"Phủ cân huy hề, thành lương giác.",斧斤揮兮成樑桷。
"Vi đương vi hề, nông công thương,",為當為兮農工商，
"Khởi ngô nho hề, bất tư lượng.",豈吾儒兮不思量。
Hựu bất kiến:,又不見：
"Lôi vũ tác hề, long nãi dược,",雷雨作兮龍乃躍，
"Chấn sơn linh hề, kinh hải nhược.",震山靈兮驚海若。
"Triêu dương xuất hề, phụng nãi minh,",朝陽出兮鳳乃鳴，
"Đạo cửu thiều hề, vũ lục anh.",蹈九韶兮舞六英。
"Chi thảo sinh hề, lân nãi chí,",芝草生兮麟乃至，
"Hổ vô uy hề, lang thất thế.",虎無威兮狼失勢。
"Chi đương chi hề, long phụng lân,",之當之兮龍鳳麟，
"Khởi ngô nhân hề, bất tịch trân.",豈吾人兮不席珍。
"Uý thế đồ hề, tối khuynh hiểm,",畏世途兮最傾險，
"Ngôn đương thúc hề, hạnh đương kiểm,",言當束兮行當檢，
"Cư bất tri kỳ sở vi hề, thuỳ tiêu minh chi túc yếm.",居不知其所為兮誰蟭螟之足厭。
"Thương nhân tình hề, thái thâm u,",傷人情兮太深幽，
"Bác nghi ước hề, phóng nghi thu,",博宜約兮放宜收，
"Hành bất tri sở chi hề, hà tiêu liêu chi đa cầu.",行不知所之兮何鷦鷯之多求。
"Ngô tĩnh ngô tâm,",吾靜吾心，
Cư ngô ẩn ước.,居吾隱約。
"Cái sở vi chi thuận mệnh hề, hành thiên hạ nhi bất dĩ vi xước.",蓋所為之順命兮衡天下而不以為綽。
"Ngô bảo ngô thân,",吾保吾身，
Hành ngô khang trang.,行吾康莊。
"Cái sở chi chi thích đạo hề, lý hổ vĩ nhi sở năng vi thương.",蓋所之之適道兮履虎尾而所能為傷。
"Ngô quan chi Càn,",吾觀之乾，
Chung thuỷ đại minh.,終始大明。
"Hà mạc bất vi,",何莫不為，
Vũ thí vân hành.,雨施雲行。
"Càn vi phụ hề, ngô tác hỗ,",乾為父兮吾作怙，
"Vân tòng long hề, phong tòng hổ.",雲從龍兮風從虎。
"Ngô quan chư Khôn,",吾觀諸坤，
Hành địa vô cương.,行地無彊。
"Hà mạc bất chi,",何莫不之，
Tây nam âm phương.,西南陰方。
"Khôn xưng mẫu hề, ngô tư thị,",坤稱母兮吾斯恃，
"Giới lý sương hề, phòng băng chí.",戒履霜兮防冰至。
"Ngô quan chư Ly,",吾觀諸離，
Trung hư nãi liệt.,中虛乃烈。
"Thốn yên phần lâm,",寸煙焚林，
Hoả tàn hôi diệt.,火殘灰滅。
"Hà như thái dương chi kiện hành hề, tây di tiễn nhi đông di tân,",何如太陽之健行兮西寅餞而東寅賓，
"Duy ẩn hiện chi hữu tiết hề, cánh nhị bát nhi độ bất sai phân.",惟隱現之有節兮更二八而度不差分。
"Ngô quan chư Khảm,",吾觀諸坎，
Nội thực tắc cường.,內實則強。
"Nhất tích hội đê,",一滴潰堤，
Thuỷ hạc trần dương.,水涸塵揚。
"Hà như thái âm chi hằng trinh hề, hối tái sinh nhi huyền tái tử,",何如太陰之恆貞兮晦載生而弦載死，
"Duy doanh khuyết chi hữu độ hề, lịch tam ngũ nhi triền bất ly thứ.",惟盈缺之有度兮歷三五而纏不離次。
"Ngô quan Chấn, Tốn,",吾觀震巽，
Lôi phong tương bạc.,雷風相泊。
"Vị bất thất tắc,",為不失則，
Hằng đức vô tạc.,恆德無怍。
"Giới mạc ích chi thiên từ hề, tâm bất hằng nhi thụ ác.",戒莫益之偏辭兮心不恆而受惡。
"Ngô quan Đoài, Cấn,",吾觀兌艮，
Sơn trạch thông khí.,山澤通氣。
"Chi bất dịch phương,",之不易方，
Hàm trung hữu hỉ.,咸中有喜。
"Tổn tam hành chi nhất nhân hề, vị bất đáng nhi thủ lệ.",損三行之一人兮位不當而取厲。
"Kỳ tiểu vô nội,",其小無內，
Duy thâm cố thông.,惟深故通。
"Nhân dục vô nhai,",人欲無涯，
Tạo hoá vô cùng.,造化無窮。
"Vi chi tại tâm,",為之在心，
Trì thủ tại chí.,持守在志。
"Tiểu nhân vị nhân,",小人為人，
Quân tử vị kỷ.,君子為己。
"Cái ngô ẩn ư hoạn lộ hề, giới dũng thoái phù cấp lưu,",蓋吾隱於宦路兮戒勇退夫急流，
"Phi duyên nhai chi xạ lợi hề, khủng xúc thạch nhi kinh chu.",非緣崖之射利兮恐觸石而驚舟。
"Đãn trầm tiềm dĩ tự thủ hề, ký chu tuyền nhi vãn lộ,",但沉潛以自守兮冀周漩于晚路，
"Học Khang Tiết chi đả quai hề, liêu ngụ tình nhi tác phú.",學康節之打乖兮聊寓情而作賦。
"Quy dĩ cáo phù tử đệ hề, vô dĩ dịch phù ngô ngôn,",歸以吿夫子弟兮無以易夫吾言，
"Tri vãng lai chi năng nhàn hề, tu tham nguyệt quật dĩ nhiếp thiên căn.",知往來之能閒兮須參月窟以攝天根。
Kế hựu vi hô khoan chi ngâm viết:,繼又為呼寬之吟曰：
Khoan hĩ khoan!,寬矣寬！
"Thướng than dị, há than nan.",上灘易下灘難。
"Chu trung tĩnh chước tam bôi tửu,",舟中靜酌三杯酒，
Tiến thoái ngã sinh quan.,進退我生觀。
Khoan hô khoan!,寬乎寬！
"Há than thâm, thướng than gian.",下灘深上灘艱。
"Chu trung hảo xướng Thương Lang khúc,",舟中好唱滄浪曲，
Năng tĩnh hậu năng an.,能靜後能安。
"Thiếu Lăng dã lão thôn thanh khốc,",少陵野老吞聲哭，
Xuân nhật tiềm hành Khúc giang khúc.,春日潛行曲江曲。
"Giang đầu cung điện toả thiên môn,",江頭宮殿鎖千門，
Tế liễu tân bồ vị thuỳ lục?,細柳新蒲為誰綠。
"Ức tích nghê tinh há nam uyển,",憶昔霓旌下南苑，
Uyển trung vạn vật sinh nhan sắc.,苑中萬物生顏色。
"Chiêu Dương điện lý đệ nhất nhân,",昭陽殿裡第一人，
Đồng liễn tuỳ quân thị quân trắc.,同輦隨君侍君側。
"Liễn tiền tài nhân đới cung tiễn,",輦前才人帶弓箭，
Bạch mã tước khiết hoàng kim lặc.,白馬嚼嚙黃金勒。
"Phiên thân hướng thiên ngưỡng xạ vân,",翻身向天仰射雲，
Nhất tiếu chính truỵ song phi dực.,一笑正墜雙飛翼。
Minh mâu hạo xỉ kim hà tại?,明眸皓齒今何在，
Huyết ô du hồn quy bất đắc.,血污遊魂歸不得，
"Thanh Vị đông lưu, Kiếm Các thâm,",清渭東流劍閣深，
Khứ trú bỉ thử vô tiêu tức.,去住彼此無消息。
"Nhân sinh hữu tình lệ triêm ức,",人生有情淚沾臆，
Giang thuỷ giang hoa khởi chung cực.,江水江花豈終極。
"Hoàng hôn Hồ kỵ trần mãn thành,",黃昏胡騎塵滿城，
Dục vãng thành nam vọng thành bắc.,欲往城南望城北。
"Trường An thành đầu đầu bạch ô,",長安城頭頭白烏，
Dạ phi Diên Thu môn thượng hô.,夜飛延秋門上呼。
"Hựu hướng nhân gia trác đại ốc,",又向人家啄大屋，
Ốc để đạt quan tẩu tị Hồ.,屋底達官走避胡。
"Kim tiên đoạn chiết cửu mã tử,",金鞭斷折九馬死，
Cốt nhục bất đãi đồng trì khu.,骨肉不待同馳驅。
"Yêu hạ bảo quyết thanh san hô,",腰下寶玦青珊瑚，
Khả liên vương tôn khấp lộ ngung.,可憐王孫泣路隅。
"Vấn chi bất khẳng đạo tính danh,",問之不肯道姓名，
Đãn đạo khốn khổ khất vi nô.,但道困苦乞為奴。
"Dĩ kinh bách nhật thoán kinh cức,",已經百日竄荊棘，
Thân thượng vô hữu hoàn cơ phu.,身上無有完肌膚。
"Cao Đế tử tôn tẫn long chuyết,",高帝子孫盡隆準，
Long chủng tự dữ thường nhân thù.,龍種自與常人殊。
"Sài lang tại ấp long tại dã,",豺狼在邑龍在野，
Vương tôn thiện bảo thiên kim khu.,王孫善保千金軀。
"Bất cảm trường ngữ lâm giao cù,",不敢長語臨交衢，
Thả vị vương tôn lập tư tu.,且為王孫立斯須。
"Tạc dạ đông phong xuy huyết tinh,",昨夜東風吹血腥，
Đông lai thác đà mãn cựu đô.,東來橐駝滿舊都。
"Sóc phương kiện nhi hảo thân thủ,",朔方健兒好身手，
Tích hà dũng nhuệ kim hà ngu!,昔何勇銳今何愚。
"Thiết văn thiên tử dĩ truyền vị,",竊聞天子已傳位，
Thánh đức bắc phục Nam Thiền Vu.,聖德北服南單于。
"Hoa Môn ly diện thỉnh tuyết sỉ,",花門剺面請雪恥，
Thận vật xuất khẩu tha nhân thư.,慎勿出口他人狙。
"Ai tai vương tôn thận vật sơ,",哀哉王孫慎勿疏，
Ngũ Lăng giai khí vô thời vô.,五陵佳氣無時無。
"Anh vũ lai quá Ngô giang thuỷ,",鸚鵡來過吳江水，
Giang thượng châu truyền Anh Vũ danh.,江上洲傳鸚鵡名。
"Anh vũ tây phi Lũng sơn khứ,",鸚鵡西飛隴山去，
Phương châu chi thụ hà thanh thanh.,芳洲之樹何青青。
"Yên khai lan diệp hương phong noãn,",煙開蘭葉香風暖，
Ngạn giáp đào hoa cẩm lãng sinh.,岸夾桃花錦浪生。
"Thiên khách thử thời đồ cực mục,",遷客此時徒極目，
Trường châu cô nguyệt hướng thuỳ minh?,長洲孤月向誰明？
"Trường hồng đẩu lạc sinh khiêu ba,",長洪斗落生跳波，
Khinh chu nam hạ như đầu thoa.,輕舟南下如投梭。
"Thuỷ sư tuyệt khiếu phù nhạn khởi,",水師絕叫鳧雁起，
Loạn thạch nhất tuyến tranh tha ma.,亂石一線爭磋磨。
"Hữu như thố tẩu ưng chuẩn lạc,",有如兔走鷹隼落，
Tuấn mã hạ chú thiên trượng pha.,駿馬下注千丈坡。
"Đoạn huyền ly trụ tiễn thoát thủ,",斷絃離柱箭脫手，
Phi điện quá khích châu phiên hà.,飛電過隙珠翻荷。
"Tứ san huyễn chuyển phong lược nhĩ,",四山眩轉風掠耳，
Đãn kiến lưu mạt sinh thiên qua.,但見流沫生千渦。
"Hiểm trung đắc lạc tuy nhất khoái,",嶮中得樂雖一快，
Hà ý thuỷ bá khoa thu hà.,何意水伯誇秋河。
"Ngã sinh thừa hoá nhật dạ thệ,",我生乘化日夜逝，
Toạ giác nhất niệm du Tân La.,坐覺一念逾新羅。
"Phân phân tranh đoạt tuý mộng lý,",紛紛爭奪醉夢裏，
Khởi tín kinh cức mai đồng đà.,豈信荊棘埋銅駝。
