vi,cn
"Tô tử thán viết: “Dị tai, thị thử chi hiệt dã! Bế ư thác trung, thác kiên nhi bất khả huyệt dã. Cố bất ngão nhi ngão, dĩ thanh trí nhân; bất tử nhi tử, dĩ hình cầu thoát dã. Ngô văn hữu sinh, mạc trí ư nhân. Nhiễu long phạt giao, đăng quy thú lân, dịch vạn vật nhi quân chi, tốt kiến sử ư nhất thử, đoạ thử trùng chi kế trung, kinh thoát thố ư xứ nữ, ô tại kỳ vi trí dã?”",蘇子嘆曰：『異哉，是鼠之黠也！閉於橐中，橐堅而不可穴也。故不嚙而嚙，以聲緻人；不死而死，以形求脫也。吾聞有生，莫智於人。擾龍伐蛟，登龜狩麟，役萬物而君之，卒見使於一鼠，墮此蟲之計中，驚脫兔於處女，烏在其為智也？』
"Toạ nhi giả mị, tư niệm kỳ cố. Nhược hữu cáo dư giả, viết: “Nhữ vi đa học nhi thức chi, vọng đạo nhi vị kiến dã, bất nhất ư nhữ nhi nhị ư vật, cố nhất thử chi ngão nhi vi chi biến dã. Nhân năng toái thiên kim chi bích nhi bất năng vô thất thanh ư phá phủ, năng bác mãnh hổ bất năng vô biến sắc ư phong sái, thử bất nhất chi hoạn dã. Ngôn xuất ư nhữ nhi vong chi da!” Dư miễn nhi tiếu, ngưỡng nhi giác. Sử đồng tử chấp bút, ký dư chi tác.",坐而假寐，私念其故。若有告余者，曰：『汝為多學而識之，望道而未見也，不一於汝而二於物，故一鼠之嚙而為之變也。人能碎千金之璧而不能無失聲於破釜，能搏猛虎不能無變色於蜂蠆，此不一之患也。言出於汝而忘之耶！』余俛而笑，仰而覺。使童子執筆，記余之作。
"Hoàng Sơ tam niên, dư triều kinh sư, hoàn tế Lạc xuyên.",黃初三年，余朝京師，還濟洛川。
"Cổ nhân hữu ngôn, tư thuỷ chi thần danh viết Phục phi.",古人有言，斯水之神名曰宓妃。
"Cảm Tống Ngọc đối Sở vương thuyết thần nữ chi sự, toại tác tư phú.",感宋玉對楚王說神女之事，遂作斯賦。
Kỳ từ viết:,其詞曰：
"Dư tòng kinh vực,",余從京域，
Ngôn quy đông phiên.,言歸東藩。
"Bối Y Khuyết, Hoàn Viên,",背伊闕，轘轅，
"Kinh Thông Cốc, lăng Cảnh Sơn.",經通谷，陵景山。
"Nhật ký tây khuynh,",日既西傾，
Xa đãi mã phiền.,車殆馬煩。
"Nhĩ nãi thuế giá hồ hành cao,",爾乃稅駕乎蘅皋，
Mạt tứ hồ chi điền.,秣駟乎芝田。
"Dung dữ hồ Dương Lâm,",容與乎陽林，
Lưu miện hồ Lạc xuyên.,流盼乎洛川。
"Ư thị tinh di thần hãi,",於是精移神駭，
Hốt yên tứ tán.,忽焉思散。
"Phủ tắc vị sát,",俯則未察，
Ngưỡng dĩ thù quán.,仰以殊觀。
"Đổ nhất lệ nhân,",睹一麗人，
Ư nham chi bạn.,於岩之畔。
Nãi viện ngự giả nhi cáo chi viết:,乃援御者而告之曰：
“Nhĩ hữu địch ư bỉ giả hồ?,「爾有覿於彼者乎？
"Bỉ hà nhân tư, nhược thử chi diễm dã!”",彼何人斯，若此之艷也！」
Ngự giả đối viết:,御者對曰：
"“Thần văn hà Lạc chi thần,",「臣聞河洛之神，
Danh viết Phục phi.,名曰宓妃。
"Nhiên tắc quân vương chi sở kiến dã,",然則君王之所見也，
Vô nãi thị hồ!,無乃是乎！
Kỳ trạng nhược hà?,其狀若何？
Thần nguyện văn chi.”,臣愿聞之。」
Dư cáo chi viết:,余告之曰：
"Kỳ hình dã,",其形也，
"Phiên nhược kinh hồng,",翩若驚鴻，
Uyển nhược du long.,婉若遊龍。
"Vinh diệu thu cúc,",榮曜秋菊，
Hoa mậu xuân tùng.,華茂春松。
"Phảng phất hề nhược khinh vân chi tế nguyệt,",仿佛兮若輕雲之蔽月，
Phiêu diêu hề nhược lưu phong chi hồi tuyết.,飄颻兮若流風之迴雪。
"Viễn nhi vọng chi, hạo nhược thái dương thăng triêu hà,",遠而望之，皎若太陽昇朝霞，
"Bách nhi sát chi, chước nhược phù dung xuất lục ba.",迫而察之，灼若芙蓉出淥波。
"Nùng tiêm đắc trung,",穠纖得中，
Tu đoản hợp độ.,修短合度。
"Khiên nhược tước thành,",肩若削成，
Yêu như thúc tố.,腰如束素。
"Duyên cảnh tú hạng,",延頸秀項，
Hạo chất trình lộ.,皓質呈露。
"Phương trạch vô gia,",芳澤無加，
Duyên hoa phất ngự.,鉛華弗御。
"Vân kế nga nga,",雲髻峨峨，
Tu my liên quyên.,修眉連娟。
"Đan thần ngoại lãng,",丹唇外朗，
Hạo xỉ nội tiên.,皓齒內鮮。
"Minh mâu thiện lãi,",明眸善睞，
Yếp phụ thừa quyền.,靨輔承權。
"Khôi tư diễm dật,",瑰姿艷逸，
Nghi tĩnh thể nhàn.,儀靜體閑。
"Nhu tình xước thái,",柔情綽態，
Mị ư ngữ ngôn.,媚於語言。
"Kỳ phục khoáng thế,",奇服曠世，
Cốt tượng ưng đồ.,骨像應圖。
"Phi la y văn thôi xán hề,",披羅衣文璀燦兮，
Nhĩ dao bích chi hoa cư.,珥瑤碧之華琚。
"Đới kim thuý chi thủ sức,",戴金翠之首飾，
Chuế minh châu dĩ diệu khu.,綴明珠以耀軀。
"Tiễn viễn du chi văn lý,",踐遠遊之文履，
Duệ vụ tiêu chi khinh cư.,曳霧綃之輕裾。
"Vi u lan chi phương ái hề,",微幽蘭之芳藹兮，
Bộ trì trù ư sơn ngung.,步踟蹰於山隅。
"Ư thị hốt yên túng thể,",於是忽焉縱體，
Dĩ ngao dĩ hy.,以遨以嬉。
"Tả ỷ thái mao,",左倚采旄，
Hữu âm quế kỳ.,右陰桂旗。
"Nhương hạo oản ư thần hử hề,",攘皓腕於神滸兮，
Thái thoan lại chi huyền chi.,採湍瀨之玄芝。
"Dư tình duyệt kỳ thục mỹ hề,",余情悅其淑美兮，
Tâm chấn đãng nhi bất di.,心振蕩而不怡。
"Vô lương môi dĩ tiếp hoan hề,",無良媒以接歡兮，
Thác vi ba nhi thông từ.,托微波而通辭。
"Nguyện thành tố chi tiên đạt hề,",愿誠素之先達兮，
Giải ngọc bội dĩ yếu chi.,解玉佩以要之。
"Ta giai nhân chi tín tu hề,",嗟佳人之信修兮，
Khương tập lễ nhi minh thi.,羌習禮而明詩。
"Kháng quỳnh đệ dĩ hoạ dư hề,",抗瓊珶以和予兮，
Chỉ tiềm uyên nhi vi kỳ.,指潛淵而為期。
"Chấp quyến quyến chi khoản thực hề,",執眷眷之款實兮，
Cụ tư linh chi ngã khi.,懼斯靈之我欺。
"Cảm Giao Phủ chi khí ngôn hề,",感交甫之棄言兮，
Trướng do dự nhi hồ nghi.,悵猶豫而狐疑。
"Thâu hoà nhan nhi tĩnh chí hề,",收和顏而靜志兮，
Thân lễ phòng dĩ tự trì.,申禮防以自持。
"Ư thị Lạc linh cảm yên,",於是洛靈感焉，
Tỷ ỷ bàng hoàng.,徙倚徬徨。
"Thần quang ly hợp,",神光离合，
Sạ âm sạ dương.,乍陰乍陽。
"Tủng khinh khu dĩ hạc lập,",竦輕軀以鶴立，
Nhược tương phi nhi vị tường.,若將飛而未翔。
"Tiễn tiêu đồ chi uất liệt,",踐椒途之郁烈，
Bộ hành bạc nhi lưu phương.,步蘅薄而流芳。
"Siêu trường ngâm dĩ vĩnh mộ hề,",超長吟以永慕兮，
Thanh ai lệ nhi my trường.,聲哀厲而彌長。
"Nhĩ nãi chúng linh tạp đạp,",爾乃眾靈雜沓，
Mệnh trù khiếu lữ.,命儔嘯侶。
"Hoặc hý thanh lưu,",或戲清流，
"Hoặc tường thần chử,",或翔神渚，
"Hoặc thái minh châu,",或採明珠，
Hoặc thập thuý vũ.,或拾翠羽。
"Tòng nam Tương chi nhị phi,",從南湘之二妃，
Huề Hán tân chi du nữ.,攜漢濱之遊女。
"Thán Bào Qua chi vô thất hề,",嘆匏瓜之無匹兮，
Vịnh Khiên Ngưu chi độc xứ.,詠牽牛之獨處。
"Dương khinh khuê chi uy mỹ hề,",揚輕袿之猗靡兮，
Ế tu tụ dĩ duyên trữ.,翳修袖以延佇。
"Thể tấn phi phù,",體迅飛鳧，
Phiêu hốt nhược thần.,飄忽若神。
"Lăng ba vi bộ,",陵波微步，
La miệt sinh trần.,羅襪生塵。
"Động vô thường tắc, nhược nguy nhược an.",動無常則，若危若安，
"Tiến chỉ nan kỳ, nhược vãng nhược hoàn.",進止難期，若往若還。
"Chuyển phán lưu tinh,",轉盼流精，
Quang nhuận ngọc nhan.,光潤玉顏。
"Hàm từ vị thổ,",含辭未吐，
Khí nhược u lan.,氣若幽蘭。
"Hoa dung a na,",華容婀娜，
Linh ngã vong xan.,令我忘餐。
"Ư thị Bình Ế thu phong,",於是屏翳收風，
Xuyên Hậu tĩnh ba.,川後靜波。
"Phùng Di minh cổ,",馮夷鳴鼓，
Nữ Oa thanh ca.,女媧清歌。
"Đằng văn ngư dĩ cảnh thừa,",騰文魚以警乘，
Minh ngọc loan dĩ giai thệ.,鳴玉鑾以偕逝。
"Lục long nghiễm kỳ tề thủ,",六龍儼其齊首，
Đới vân xa chi dung duệ.,戴雲車之容裔。
"Kình nghê dũng nhi giáp cốc,",鯨鯢踴而夾轂，
Thuỷ cầm tường nhi vi vệ.,水禽翔而為衛。
"Ư thị việt bắc chỉ,",於是越北沚，
Quá nam cương.,過南岡，
"Hu tố lĩnh,",紆素領，
Hồi thanh dương.,迴清揚。
"Động chu thần dĩ từ ngôn,",動朱唇以徐言，
Trần giao tiếp chi đại cương.,陳交接之大綱。
"Hận nhân thần chi đạo thù hề,",恨人神之道殊兮，
Oán thịnh niên chi mạc đương.,怨盛年之莫當。
"Kháng la duệ dĩ yểm thế hề,",抗羅袂以掩涕兮，
Lệ lưu khâm chi lang lang.,淚流襟之浪浪。
"Điệu lương hội chi vĩnh tuyệt hề,",悼良會之永絕兮，
Ai nhất thệ nhi dị hương.,哀一逝而異鄉。
"Vô vi tình dĩ hiệu ái hề,",無微情以效愛兮，
Hiến Giang Nam chi minh đương.,獻江南之明璫。
"Tuy tiềm xứ ư Thái Âm,",雖潛處於太陰，
Trường ký tâm ư quân vương.,長寄心於君王。
"Hốt bất ngộ kỳ sở xá,",忽不悟其所舍，
Trướng thần tiêu nhi tế quang.,悵神宵而蔽光。
"Ư thị bối hạ lăng cao,",於是背下陵高，
Túc vãng thần lưu.,足往神留。
"Di tình tưởng tượng,",遺情想像，
Cố vọng hoài sầu.,顧望懷愁。
"Ký linh thể chi phục hình,",冀靈體之復形，
Ngự khinh chu nhi thượng tố.,御輕舟而上溯。
"Phù trường xuyên nhi vong phản,",浮長川而忘返，
Tư miên miên nhi tăng mộ.,思綿綿而增慕。
"Dạ cảnh cảnh nhi bất mị,",夜耿耿而不寐，
Triêm phồn sương nhi chí thự.,沾繁霜而至曙。
"Mệnh bộc phu nhi tựu giá,",命仆夫而就駕，
Ngô tương quy hồ đông lộ.,吾將歸乎東路。
"Lãm phi bí dĩ kháng sách,",攬騑轡以抗策，
Trướng bàn hoàn nhi bất năng khứ.,悵盤桓而不能去。
"Ngọc giám trần sinh,",玉鑒塵生，
Phượng liêm hương trân.,鳳奩香珍。
"Lãn thiền mấn chi xảo sơ,",懶蟬鬢之巧梳，
Bế lũ y chi khinh luyện.,閉縷衣之輕練。
"Khổ tịch mịch ư thông cung,",苦寂寞於蔥宮，
Đãn chú tư hồ lan điện.,但注思乎蘭殿。
"Tín tiêu mai chi tận lạc,",信標梅之盡落，
Cách Trường Môn nhi bất kiến.,隔長門而不見。
Huống nãi:,況乃：
"Hoa tâm dương hận,",花心颺恨，
Liễu nhãn lộng sầu.,柳眼弄愁。
"Noãn phong tập tập,",暖風習習，
Xuân điểu thu thu.,春鳥瞅瞅。
"Lâu thượng hoàng hôn hề, thính phượng xuy nhi hồi thủ,",樓上黃昏兮，聽鳳吹而回首，
"Bích vân nhật mộ hề, đối tố nguyệt nhi ngưng mâu.",碧雲日暮兮，對素月而凝眸。
"Ôn Tuyền bất đáo, ức thập thuý chi cựu sự,",溫泉不到，憶拾翠之舊事，
"Nhàn đình thâm bế, ta thanh điểu chi tín tu.",閒庭深閉，嗟青鳥之信修。
Miễn phù:,緬夫：
"Thái Dịch thanh ba,",太液清波，
Thuỷ quang đãng phù.,水光蕩浮。
"Lạp ca thưởng yến,",笠歌賞宴，
Bồi tòng thần tu.,陪從宸修。
"Tấu vũ loan chi diệu khúc,",奏舞鸞之妙曲，
Thừa hoạ nghịch chi tiên chu.,乘畫鷁之仙舟。
"Quân tình khiển quyển,",君情繾綣，
Thâm tự trừu đoạn.,深敘綢緞。
"Thệ sơn hải nhi thường tại,",誓山海而常在，
Tự nhật nguyệt nhi mị hưu.,似日月而靡休。
Hà kỳ:,何期：
"Tật sắc dung dung,",嫉色庸庸，
Đố tâm xung xung.,妒心衝衝。
"Đoạt ngã chi ái hạnh,",奪我之愛幸，
Xích ngã hồ u cung.,斥我乎幽宮。
"Tư cựu hoan nhi bất đắc,",思舊歡而不得，
Tương mộng trước hồ mông lung.,相夢著乎朦朧。
"Độ hoa triêu dữ nguyệt tịch,",度花朝與月夕，
Dung độc đối hồ xuân phong.,慵獨對乎春風。
"Dục Tương Như chi tấu phú,",欲相如之奏賦，
Nại thế tài chi bất công.,奈世才之不工。
"Thuộc sầu ngâm chi vị cánh,",屬愁吟之未竟，
Dĩ hưởng động hồ sơ chung.,已響動乎疏鐘。
"Không trường thán nhi yểm duệ,",空長歎而掩袂，
Bộ trù trừ hồ lâu đông.,步躊躇乎樓東。
"Mỹ liên quyên dĩ tu hộ hề,",美連娟以脩嫮兮，
"Mệnh sào tuyệt nhi bất trưởng,",命樔絕而不長，
"Sức tân cung dĩ duyên trữ hề,",飾新宮以延貯兮，
Mẫn bất quy hồ cố hương.,泯不歸乎故鄉。
"Thảm uất uất kỳ vu uế hề,",慘鬱鬱其蕪穢兮，
"Ẩn xứ u nhi hoài thương,",隱處幽而懷傷，
"Thích dư mã ư sơn tiêu hề,",釋輿馬於山椒兮，
Yểm tu dạ chi bất dương.,奄修夜之不陽。
"Thu khí thảm dĩ thê lệ hề,",秋氣憯以淒淚兮，
"Quế chi lạc nhi tiêu vong,",桂枝落而銷亡，
"Thần quỳnh quỳnh dĩ dao tư hề,",神煢煢以遙思兮，
Tinh phù du nhi xuất cương.,精浮游而出畺。
"Thác trầm âm dĩ khoáng cửu hề,",託沈陰以壙久兮，
"Tích phiền hoa chi Vị Ương,",惜蕃華之未央，
"Niệm cùng cực chi bất hoàn hề,",念窮極之不還兮，
Duy ấu miễu chi tương dương.,惟幼眇之相羊。
"Hàm tuy phù dĩ sĩ phong hề,",函荾荴以俟風兮，
"Phương tạp tập dĩ my chương,",芳雜襲以彌章，
"Đích dung dữ dĩ y mỹ hề,",的容與以猗靡兮，
Phiêu phiêu diêu hô dũ trang.,縹飄姚虖愈莊。
"Yến dâm diễn nhi phủ doanh hề,",燕淫衍而撫楹兮，
"Liên lưu thị nhi nga dương,",連流視而娥揚，
"Ký khích cảm nhi tâm trục hề,",既激感而心逐兮，
Bao hồng nhan nhi phất minh.,包紅顏而弗明。
"Hoan tiếp hiệp dĩ ly biệt hề,",驩接狎以離別兮，
"Tiêu ngụ mộng chi mang mang,",宵寤夢之芒芒，
"Hốt thiên hoá nhi bất phản hề,",忽遷化而不反兮，
Phách phóng dật dĩ phi dương.,魄放逸以飛揚。
"Hà linh hồn chi phân phân hề,",何靈魂之紛紛兮，
"Ai bùi hồi dĩ trù trừ,",哀裴回以躊躇，
"Thế lộ nhật dĩ viễn hề,",勢路日以遠兮，
Toại hoang hốt nhi từ khứ.,遂荒忽而辭去。
"Siêu hề tây chinh,",超兮西征，
Tiết hề bất kiến.,屑兮不見。
"Tẩm dâm sưởng hoảng,",寢淫敞怳，
"Tịch hề vô âm,",寂兮無音，
"Tư nhược lưu ba,",思若流波，
Đát hề tại tâm.,怛兮在心。
"Ngã sở cư hề, Thanh Ngạnh chi phong;",我所居兮，青埂之峰；
"Ngã sở du hề, hồng mông thái không.",我所遊兮，鴻蒙太空。
"Thuỳ dữ ngã thệ hề, ngô thuỳ dữ tòng?",誰與我逝兮，吾誰與從？
"Diểu diểu mang mang hề, quy bỉ Đại Hoang!",渺渺茫茫兮，歸彼大荒！
Khách hữu:,客有：
"Ẩn kỷ cao trai, hạ nhật chính ngọ.",隱几高齋，夏日正午。
"Lâm bích thuỷ chi thanh trì, vịnh phù dung chi Nhạc phủ.",臨碧水之清池，詠芙蓉之樂府。
Hốt hữu nhân yên:,忽有人焉：
"Dã kỳ phục, hoàng kỳ quan.",野其服，黃其冠。
"Huýnh xuất trần chi tiên cốt, lẫm tích cốc chi cù nhan.",迥出塵之仙骨，凜辟穀之臞顏。
"Vấn chi hà lai, viết tòng Hoa San.",問之何來，曰從華山。
"Nãi thụ chi kỷ, nãi sử chi toạ.",迺授之几，迺使之坐。
"Phá Đông Lăng chi qua, trãi Dao Trì chi quả,",破東陵之瓜，薦瑤池之果，
"Tái ngôn chi lang, tái tiếu chi tha.",載言之琅，載笑之瑳。
Ký nhi mục khách viết:,既而目客曰：
Tử phi ái liên chi quân tử gia!,子非愛蓮之君子耶！
"Ngã hữu dị chủng, tàng chi tụ gian.",我有異種，藏之袖間。
"Phi đào lý chi thô tục, phi mai trúc chi cô hàn.",非桃李之粗俗，非梅竹之孤寒。
"Phi tăng phòng chi cẩu kỷ, phi Lạc thổ chi mẫu đan.",非僧房之枸杞，非洛土之牡丹。
"Phi Đào lệnh đông ly chi cúc, phi Linh quân cửu uyển chi lan.",非陶令東籬之菊，非靈均九畹之蘭。
Nãi Thái Hoa san đầu ngọc tỉnh chi liên.,乃泰華山頭玉井之蓮。
Khách viết:,客曰：
"Dị tai! Khởi sở vị ngẫu như thuyền hề hoa thập trượng, lãnh như sương hề cam tỷ mật giả gia!",異哉!豈所謂藕如船兮花十丈，冷如霜兮甘比蜜者耶！
"Tích văn kỳ danh, kim đắc kỳ thực.",昔聞其名，今得其實。
"Đạo sĩ hân nhiên, nãi tụ trung xuất.",道士欣然，乃袖中出。
"Khách nhất kiến chi, tâm trung uất uất.",客一見之，心中鬱鬱。
"Nãi phất thập dạng chi tiên, thử ngũ sắc chi bút.",乃拂十樣之牋，泚五色之筆。
Dĩ nhi ca viết:,以而歌曰：
"Giá thuỷ tinh hề vi cung,",架水晶兮為宮，
Tạc lưu ly hề vi hộ.,鑿琉璃兮為戶。
"Toái pha ly hề vi nê,",碎玻璃兮為泥，
"Sái minh châu hề vi lộ,",洒明珠兮為露，
"Hương phức uất hề tằng tiêu,",香馥郁兮層霄，
Đế văn phong hề nữ mộ.,帝聞風兮女慕。
"Quế tử lãnh hề vô hương,",桂子冷兮無香，
Tố Nga phân hề nữ đố.,素娥紛兮女妒。
"Thái dao thảo hề Phương châu,",採瑤草兮芳州，
Vọng mỹ nhân hề Tương phố.,望美人兮湘浦。
"Kiển hà vi hề trung lưu,",蹇何為兮中流，
Hạp tương phản hề cố vũ.,盍將返兮故宇。
"Khởi hộ lạc hề vô dung,",豈護落兮無容，
Thán thiền quyên hề đa ngộ.,嘆嬋娟兮多誤。
"Cẩu dư bính chi bất a,",苟予柄之不阿，
Quả hà thương hề phong vũ.,果何傷兮風雨。
"Khủng phương hồng hề dao lạc,",恐芳紅兮搖落，
Mỹ nhân lai hề tuế mộ.,美人來兮歲暮。
Đạo sĩ văn nhi thán viết:,道士聞而嘆曰：
Tử hà vi ai thả oán dã.,子何為哀且怨也！
"Độc bất kiến Phượng Hoàng trì thượng chi tử vi, Bạch Ngọc đường tiền chi hồng dược!",讀不見鳳凰池上之紫薇，白玉堂前之紅藥！
"Quýnh địa vị chi thanh cao, ái thanh danh chi chiêu chước.",敻地位之清高，藹聲名之昭灼。
"Bỉ giai kiến quý ư thánh minh chi triều, tử độc hà chi hồ tao nhân chi quốc!",彼皆見貴於聖明之朝，子獨何之乎騷人之國！
"Ư thị hữu cảm kỳ ngôn, khởi kính khởi mộ.",於是有感其言，起敬起慕。
"Nga Thành Trai đình thượng chi thi, canh Xương Lê phong đầu chi cú.",哦誠齋亭上之詩，庚昌黎峰頭之句。
"Khiếu xương hạp dĩ phi tâm, kính hiến “Ngọc tỉnh liên” chi phú.",叫閶闔以披心，敬獻玉井蓮之賦。
"Nghị vi Trường Sa vương phụ tam niên, hữu phục điểu phi nhập Nghị xá chỉ ư toạ ngung, phục tự hiêu, bất tường điểu dã. Nghị ký dĩ trích cư Trường Sa, Trường Sa ty thấp, Nghị tự thương điệu, dĩ vi thọ bất đắc trường, nãi vi phú dĩ tự quảng. Kỳ từ viết:",誼為長沙王傅三年，有鵩鳥飛入誼舍，止於坐隅，鵩似鴞，不祥鳥也。誼既以謫居長沙，長沙卑濕，誼自傷悼，以為壽不得長，迺為賦以自廣。其辭曰：
"Đan át chi tuế, tứ nguyệt mạnh hạ, Canh Tý nhật tà, phục tập dư xá, chỉ ư toạ ngung, mạo thậm nhàn hạ. Dị vật lai tuỵ, tư quái kỳ cố, phát thư chiêm chi, sấm ngôn kỳ độ. Viết: “Dã điểu nhập thất, chủ nhân tương khứ.” Vấn ư tử phục: “Dư khứ hà chi? Cát hô cáo ngã, hung ngôn kỳ tai. Yêm tốc chi độ, ngữ dư kỳ kỳ.”",單閼之歲，四月孟夏，庚子日斜，鵩集余舍，止於坐隅，貌甚閒暇。異物來崪，私怪其故，發書占之，讖言其度。曰「野鳥入室，主人將去。」問於子鵩：「余去何之？吉虖告我，凶言其災。淹速之度，語余其期。」
"Phục nãi thái tức, cử thủ phấn dực, khẩu bất năng ngôn, thỉnh đối dĩ ý: “Vạn vật biến hoá, cố vô hưu tức. Oát lưu nhi thiên, hoặc thôi nhi hoàn. Hình khí chuyển tục, biến hoá nhi thiện. Vật mục vô gian, hồ khả thăng ngôn. Hoạ hề phúc sở ỷ, phúc hề hoạ sở phục; ưu hỉ tụ môn, cát hung đồng vực. Bỉ Ngô cường đại, Phù Sai dĩ bại; Việt thê Cối Kê, Câu Tiễn bá thế. Tư du toại thành, tốt bị ngũ hình; Phó Duyệt tư mỹ, nãi tướng Vũ Đinh. Phù hoạ chi dữ phúc, hà dị củ mặc! Mệnh bất khả thuyết, thục tri kỳ cực? Thuỷ kích tắc hạn, thỉ kích tắc viễn. Vạn vật hồi bạc, chấn đãng tương chuyển. Vân chưng vũ giáng, củ thác tương phân. Đại quân bá vật, dưỡng át vô ngân. Thiên bất khả dữ lự, đạo bất khả dữ mưu. Trì tốc hữu mệnh, ô thức kỳ thời.”",鵩乃太息，舉首奮翼，口不能言，請對以意：「萬物變化，固無休息。斡流而遷，或推而還。形氣轉續，變化而嬗。沕穆無間，胡可勝言！禍兮福所倚，福兮禍所伏；憂喜聚門，吉凶同域。彼吳彊大，夫差以敗；粵棲會稽，句踐伯世。斯遊遂成，卒被五刑；傅說胥靡，乃相武丁。夫禍之與福，何異糾纆！命不可說，孰知其極？水激則旱，矢激則遠。萬物回薄，震蕩相轉。雲烝雨降，糾錯相紛。大鈞播物，坱圠無垠。天不可與慮，道不可與謀。遲速有命，烏識其時？」
"Thả: “Phù thiên địa vi lô, tạo hoá vi công; âm dương vi thán, vạn vật vi đồng, hợp tán tiêu tức, an hữu thường tắc? Thiên biến vạn hoá, vị thuỷ hữu cực. Hốt nhiên vi nhân, hà túc khống tuy; hoá vi dị vật, hựu hà túc hoạn. Tiểu trí tự tư, tiện bỉ quý ngã; đạt nhân đại quan, vật vô bất khả. Tham phu tuẫn tài, liệt sĩ tuẫn danh; khoa giả tử quyền, phẩm thứ mỗi sinh. Truật bách chi đồ, hoặc xu tây đông; đại nhân bất khúc, ý biến tề đồng. Ngu sĩ hệ tục, thời nhược tù câu; chí nhân di vật, độc dữ đạo câu. Chúng nhân hoặc hoặc, hiếu ác tích ý; chân nhân điềm mạc, độc dữ đạo tức. Thích trí di hình, siêu nhiên tự táng; liêu khoác hốt hoang, dữ đạo cao tường. Thừa lưu tắc thệ, đắc khảm tắc chỉ; tung khu uỷ mệnh, bất tư dữ kỷ. Kỳ sinh hề nhược phù, kỳ tử hề nhược hưu. Đạm hô nhược thâm uyên chi tĩnh, phiếm hô nhược bất hệ chi chu. Bất dĩ sinh cố tự bảo, dưỡng không nhi phù. Đức nhân vô luỹ, tri mệnh bất ưu. Tế cố đế giới, hà túc dĩ nghi.”",且：「夫天地為鑪，造化為工；陰陽為炭，萬物為銅，合散消息，安有常則？千變萬化，未始有極。忽然為人，何足控揣；化為異物，又何足患！小智自私，賤彼貴我；達人大觀，物無不可。貪夫徇財，列士徇名；夸者死權，品庶每生。怵迫之徒，或趨西東；大人不曲，意變齊同。愚士繫俗，時若囚拘；至人遺物，獨與道俱。衆人惑惑，好惡積意；真人恬漠，獨與道息。釋智遺形，超然自喪；寥廓忽荒，與道翱翔。乘流則逝，得坎則止；縱軀委命，不私與己。其生兮若浮，其死兮若休。澹虖若深淵之靚，氾虖若不繫之舟。不以生故自保，養空而浮。德人無累，知命不憂。細故蔕芥，何足以疑！」
"Thiên hà như thị chi thương thương hề,",天何如是之蒼蒼兮，
Thừa ngọc cầu dĩ du hồ khung lung da?,乘玉虯以遊乎穹窿耶？
"Địa hà như thị chi mang mang hề,",地何如是之茫茫兮，
Giá dao tượng dĩ giáng hồ tuyền nhưỡng da?,駕瑤象以降乎泉壤耶？
"Vọng tản cái chi lục ly hề,",望傘蓋之陸離兮，
"Ức Cơ, Vĩ chi quang da?",抑箕尾之光耶？
"Liệt vũ bảo nhi vi tiền đạo hề,",列羽葆而為前導兮，
Vệ Nguy hư vu bàng da?,衛危虛于傍耶？
"Khu phong long dĩ vi tý tòng hề,",驅豐隆以為庇從兮，
Vọng thư nguyệt dĩ lâm da?,望舒月以臨耶？
"Thính xa quỹ nhi y yết hề,",聽車軌而伊軋兮，
Ngự loan ê dĩ chinh da?,御鸞鷖以征耶？
"Văn phức uất nhi phiêu nhiên hề,",聞馥郁而飄然兮，
Nhận hành đỗ dĩ vi nhương da?,紉蘅杜以為纕耶？
"Lan quần cư chi thước thước hề,",斕裙裾之爍爍兮，
Lũ minh nguyệt dĩ vi đương da?,鏤明月以為璫耶？
"Tá uy nhuy nhi thành trĩ hề,",借葳蕤而成畤兮，
Kềnh liên diễm dĩ chúc lan cao da?,檠蓮焰以燭蘭膏耶？
"Văn hồ bào dĩ vi chí giả hề,",文瓠匏以為觶斝兮，
Sái linh lục dĩ phù quế tữ da?,灑醽醁以浮桂醑耶？
"Chiêm vân khí nhi ngưng mâu hề,",瞻雲氣而凝眸兮，
Phỏng phật hữu sở chiêm da?,仿佛有所覘耶？
"Phủ ba ngân nhi cư nhĩ hề,",俯波痕而居耳兮，
Hoảng dịch hữu sở văn da?,恍惚有所聞耶？
"Kỳ hãn mạn nhi vô tế hề,",期汗漫而無際兮，
Nhẫn quyên khí dư vu trần ai da?,忍捐棄予于塵埃耶？
"Thiến phong liêm chi vi dư khu xa hề,",倩風廉之為余驅車兮，
Ký liên bí nhi huề quy da?,冀聯轡而攜歸耶？
"Dư trung tâm vi chi khái nhiên hề,",余中心為之慨然兮，
Đồ khiếu khiếu nhi hà vi da?,徒噭噭而何為耶？
"Khanh yển nhiên nhi trường tẩm hề,",卿偃然而長寢兮，
Khởi thiên vận chi biến vu tư da?,豈天運之變于斯耶？
"Ký truân tịch thả an ổn hề,",既窀穸且安穩兮，
Phản kỳ chân nhi hựu hề hoá da?,反其真而又奚化耶？
"Dư do trất cốc nhi huyền phụ hề,",余猶桎梏而懸附兮，
Linh cách dư dĩ ta lai da?,靈格余以嗟來耶？
"Lai hề chỉ hề,",來兮止兮，
Khanh kỳ lai da?,卿其來耶？
"Nhược phu hồng mông nhi cư,",若夫鴻蒙而居，
