vi,cn
Tỷ ngã thập niên giao.,比我十年交。
"Mai chử mang vi biệt,",梅渚忙爲別，
Diên sơn vọng lý dao.,鳶山望裡遙。
"Thí thiếp dữ quân lệ,",試妾與君淚，
Lưỡng xứ trích trì thuỷ.,兩處滴池水。
"Khán thủ phù dung hoa,",看取芙蓉花，
Kim niên vị thuỳ tử.,今年為誰死。
"Mỹ nhân quyển châu liêm,",美人捲珠簾，
Thâm toạ tần nga my.,深坐顰蛾眉。
"Đãn kiến lệ ngân thấp,",但見淚痕濕，
Bất tri tâm hận thuỳ.,不知心恨誰。
"Thiếp hữu la y thường,",妾有羅衣裳，
Tần vương tại thì tác.,秦王在時作。
"Vi vũ xuân phong đa,",為舞春風多，
Thu lai bất kham trước.,秋來不堪著。
"Lâu đầu đào lý sơ,",樓頭桃李疏，
Trì thượng phù dung lạc.,池上芙蓉落。
"Chức cẩm do vị thành,",織錦猶未成，
Cung thanh nhập la mạc.,蛩聲入羅幕。
"Sơn quán yêm hành khách,",山館淹行客，
Biên nam ngạnh sứ trình.,邊南梗使程。
"Khứ gia tài nhị nguyệt,",去家纔二月，
Tiện hữu cố hương tình.,便有故鄉情。
"Phẩm hoạ tiên thần vận,",品畫先神韻，
Luận thi trọng tính tình.,論詩重性情。
"Giao long sinh khí tận,",蛟龍生氣儘，
Bất nhược thử hoành hành.,不若鼠橫行。
"Bắc phong xuy bạch vân,",北風吹白雲，
Vạn lý độ hà Phần.,萬里渡河汾。
"Tâm tự phùng dao lạc,",心緒逢搖落，
Thu thanh bất khả văn.,秋聲不可聞。
"Hiệt lỗ do vi mệnh,",黠虜猶違命，
Phong yên trực bắc sầu.,烽烟直北愁。
"Khước giao nghiêm khiển thiếp,",卻教嚴譴妾，
Bất cảm hướng Tùng Châu.,不敢向松州。
"Văn đạo biên thành khổ,",聞道邊城苦，
Nhi kim đáo thuỷ tri.,而今到始知。
"Khước tương Môn hạ khúc,",卻將門下曲，
Xướng dữ Lũng Đầu nhi.,唱與隴頭兒。
"Giang Hán thâm vô cực,",江漢深無極，
Lương Mân bất khả phan.,梁岷不可攀。
"Sơn xuyên vân vụ lý,",山川雲霧裏，
Du tử kỷ thời hoàn?,遊子幾時還。
"Nhất trạo nguy ư diệp,",一棹危於葉，
Bàng quan diệc tổn thần.,傍觀亦損神。
"Tha thì tại bình địa,",他時在平地，
Vô hốt hiểm trung nhân.,無忽險中人。
"Giải lạc tam thu diệp,",解落三秋葉，
Năng khai nhị nguyệt hoa.,能開二月花。
"Quá giang thiên xích lãng,",過江千尺浪，
Nhập trúc vạn can tà.,入竹萬竿斜。
"Ngã tự giang nam lai,",我自江南來，
Quân tòng giang bắc khứ.,君從江北去。
"Khứ lai bất tương phùng,",去來不相逢，
Hảo sự đa như thử.,好事多如此。
"Văn đạo Ly sơn hạ,",聞道驪山下，
Tây Nhung dĩ kết binh.,西戎已結兵。
"Mỹ nhân phương nhất tiếu,",美人方一笑，
Phong hoả bất tu kinh!,烽火不須驚！
"Phong vũ tam canh dạ,",風雨三更夜，
Cung tương tứ bích thu.,蛩螿四壁秋。
"Thê lương ngâm huống vị,",淒涼吟况味，
Độc yểm tiểu song u.,獨掩小窗幽。
"Nhân yên sinh xứ tích,",人煙生處僻，
Hổ tích quy tân đề.,虎跡歸新蹄。
"Dã cốt phiên khuy thảo,",野鶻翻窺草，
Thôn thuyền nghịch thượng khê.,村船逆上溪。
"Điếu đĩnh thu mân tận,",釣艇收緡盡，
Hôn nha tiếp sí hy.,昏鴉接翅稀。
"Nguyệt sinh sơ học phiến,",月生初學扇，
Vân tế bất thành y.,雲細不成衣。
"Vạn quốc thượng nhung mã,",萬國尚戎馬，
Cố viên kim nhược hà.,故園今若何。
"Tích quy tương thức thiểu,",昔歸相識少，
Tảo dĩ chiến trường đa.,早已戰場多。
"Thân giác tỉnh lang tại,",身覺省郎在，
Gia tu nông sự quy.,家須農事歸。
"Niên thâm hoang thảo kính,",年深荒草徑，
Lão khủng thất sài phi.,老恐失柴扉。
"Kim ty lũ tiễn thốc,",金絲鏤箭簇，
Tạo vĩ xiết kỳ can.,皂尾掣旗竿。
"Nhất tự phong trần khởi,",一自風塵起，
Do ta hành lộ nan.,猶嗟行路難。
"Hồ lỗ hà tằng thịnh,",胡虜何曾盛，
Can qua bất khẳng hưu.,干戈不肯休。
"Lư diêm thính tiểu tử,",閭閻聽小子，
Đàm tiếu mịch phong hầu.,談笑覓封侯。
"Trinh Quán đồng nha nỗ,",貞觀銅牙弩，
Khai Nguyên cẩm thú trương.,開元錦獸張。
"Hoa Môn tiểu tiễn hảo,",花門小箭好，
Thử vật khí sa trường.,此物棄沙場。
"Kim nhật tường lân mã,",今日翔麟馬，
Tiên nghi giá cổ xa.,先宜駕鼓車。
"Vô lao vấn hà bắc,",無勞問河北，
Chư tướng giác vinh hoa.,諸將角榮華。
"Nhậm chuyển Giang Hoài túc,",任轉江淮粟，
Hưu thiêm uyển hữu binh.,休添苑囿兵。
"Do lai tỳ hổ sĩ,",由來貔虎士，
Bất mãn phụng hoàng thành.,不滿鳳凰城。
"Giang thượng diệc thu sắc,",江上亦秋色，
Hoả vân chung bất di.,火雲終不移。
"Vu sơn do cẩm thụ,",巫山猶錦樹，
Nam quốc thả hoàng ly.,南國且黃鸝。
"Mỗi hận Đào Bành Trạch,",每恨陶彭澤，
Vô tiền đối cúc hoa.,無錢對菊花。
"Như kim cửu nhật chí,",如今九日至，
Tự giác tửu tu xa.,自覺酒須賒。
"Bệnh giảm thi nhưng chuyết,",病減詩仍拙，
Ngâm đa ý hữu dư.,吟多意有余。
"Mạc khan Giang Tổng lão,",莫看江總老，
Do bị thưởng thì ngư.,猶被賞時魚。
"Trác lĩnh như nhân lập,",卓嶺如人立，
Đương sơn vô dữ quần.,當山無與群。
"Trung lưu hoặc yển kiển,",中流或偃蹇，
Khuynh nhĩ tẩy phù vân.,傾耳洗浮雲。
"Yên Triệu bi ca sĩ,",燕趙悲歌士，
Tương phùng Kịch Mạnh gia.,相逢劇孟家。
"Thốn tâm ngôn bất tận,",寸心言不盡，
Tiền lộ nhật tương tà.,前路日將斜。
"Lân lân cố thành luỹ,",嶙嶙故城壘，
Hoang lương không thú lâu.,荒涼空戍樓。
"Tại đức bất tại hiểm,",在德不在險，
Phương tri vương đạo hưu.,方知王道休。
"Sương trọng lân giao kình,",霜重麟膠勁，
Phong cao nguyệt ảnh viên.,風高月影圓。
"Ô phi tuỳ đế liễn,",烏飛隨帝輦，
Nhạn lạc trục minh huyền.,雁落逐鳴弦。
"Công tử tam thiên khách,",公子三千客，
Nhân nhân nguyện báo ân.,人人願報恩。
"Ưng liên bão quan giả,",應憐抱關者，
Bần bệnh khảo Di Môn.,貧病考夷門。
"Vân âm đới tàn nhật,",雲陰帶殘日，
Trướng biệt thử hà thì.,悵別此何時。
"Dục vọng Hoàng Sơn đạo,",欲望黃山道，
Vô do kiến sở tư.,無由見所思。
"Nhật mộ thương sơn viễn,",日暮蒼山遠，
Thiên hàn bạch ốc bần.,天寒白屋貧。
"Sài môn văn khuyển phệ,",柴門聞犬吠，
Phong tuyết dạ quy nhân.,風雪夜歸人。
"Phiến phàm hà xứ khứ,",片帆何處去，
Thất mã độc quy trì.,匹馬獨歸遲。
"Trù trướng giang nam bắc,",惆悵江南北，
Thanh sơn dục mộ thì.,青山欲暮時。
"Bảo bang vong khử ác,",保邦忘去惡，
Nguyện trị bất thân hiền.,願治不親賢。
"Dẫn dẫn quy ư loạn,",泯泯歸於亂，
Chung nan thiệp đại xuyên.,終難涉大川。
"Bát phong vũ dao cách,",八風儛遙翮，
Cửu dã lộng thanh âm.,九野弄清音。
"Nhất tồi vân gian chí,",一摧雲間志，
Vi quân uyển trung cầm.,為君苑中禽。
"Biên đầu xạ điêu tướng,",邊頭射雕將，
Tẩu mã xuất trung quân.,走馬出中軍。
"Viễn kiến bình nguyên thượng,",遠見平原上，
Phiên thân hướng mộ vân.,翻身向暮雲。
"Nhất nhạn quá liên dinh,",一雁過連營，
Phồn sương phúc cổ thành.,繁霜覆古城。
"Hồ già tại hà xứ,",胡笳在何處，
Bán dạ khởi biên thanh.,半夜起邊聲。
"Biên địa oanh hoa thiểu,",邊地鶯花少，
Niên lai vị giác tân.,年來未覺新。
"Mỹ nhân thiên thượng lạc,",美人天上落，
Long tái thuỷ ưng xuân.,龍塞始應春。
"Thược dược trảm tân tài,",芍藥斬新栽，
Đương đình sổ đoá khai.,當庭數朵開。
"Đông phong dữ câu thúc,",東風與拘束，
Lưu đãi tế quân lai.,留待細君來。
"Lãng Bạc ta diên truỵ,",浪泊嗟鳶墜，
Phong Khê trúc Kiển thành.,封溪築茧城。
"Nhất thời cân quắc trận,",一時巾幗陣，
Đẩu nhĩ lập công danh!,陡爾立功名。
"Cơ điểu hốt ngộ phạn,",飢鳥忽遇飯，
Tham uý lưỡng nan thu.,貪畏兩難收。
"Nhất trác bách hồi cố,",一啄百回顧，
Bi thành bất tự do.,悲成不自由。
"Thử nhật trường hôn ẩm,",此日長昏飲，
Phi quan dưỡng tính linh.,非關養性靈，
"Nhãn khan nhân tận tuý,",眼看人盡醉，
Hà nhẫn độc vi tinh.,何忍獨為醒。
"Trúc diệp liên tao thuý,",竹葉連糟翠，
Bồ đào đới Khúc hồng.,葡萄帶曲紅。
"Tương phùng bất lệnh tận,",相逢不令盡，
Biệt hậu vị thuỳ không.,別後為誰空。
"Đối tửu đãn tri ẩm,",對酒但知飲，
Phùng nhân mạc cương khiên.,逢人莫彊牽。
"Ỷ lô tiện đắc thuỵ,",倚爐便得睡，
Hoành úng túc kham miên.,橫瓮足堪眠。
"Chung thanh quá hàn điểu,",鐘聲過寒鳥，
Thụ sắc ẩn lương thiền.,樹色隱涼蟬。
"Hành khách vị tằng yết,",行客未曾歇，
Đạo nhân phương đả miên.,道人方打眠。
"Quyện chẩm sầu kê minh,",倦枕愁雞鳴，
Vấn lang kim nhật trình.,問郎今日程。
"Trung lộ bất khả túc,",中路不可宿，
Trường đồ tu tảo hành.,長途須早行。
"Man thụ bất điêu diệp,",蠻樹不凋葉，
Man vân bất phóng tình.,蠻雲不放晴。
"Trường đình vọng bất kiến,",長亭望不見，
Hà xứ thị Tra Thành?,何處是渣城。
"Niểu niểu trầm thuỷ yên,",裊裊沈水煙，
Ô đề dạ lan cảnh.,烏啼夜闌景。
"Khúc chiểu phù dung ba,",曲沼芙蓉波，
Yêu vi bạch ngọc lãnh.,腰圍白玉冷。
"Đông lai vạn lý khách,",東來萬里客，
Loạn định kỷ niên quy.,亂定幾年歸。
"Trường đoạn giang thành nhạn,",腸斷江城雁，
Cao cao chính bắc phi.,高高正北飛。
Lệ mặc sái vi thư,淚墨灑為書，
Tương ký vạn lý thân,將寄萬里親。
Thư khứ hồn diệc khứ,書去魂亦去，
Ngột nhiên không nhất thân.,兀然空一身。
"Giang Nam quý xuân thiên,",江南季春天，
Thuần diệp tế như huyền.,蓴葉細如弦。
"Trì biên thảo tác kính,",池邊草作徑，
Hồ thượng diệp như thuyền.,湖上葉如船。
"Địa thuỷ hoả phong thức,",地水火風識，
Nguyên lai nhất thiết không.,原來一切空。
"Như vân hoàn tụ tán,",如雲還聚散，
Phật nhật chiếu vô cùng.,佛日照無窮。
"Sắc thân dữ diệu thể,",色身與妙體，
Bất hợp bất phân ly.,不合不分離。
"Nhược nhân yếu chân biệt,",若人要甄別，
Lô trung hoa nhất chi.,爐中花一枝。
"Sa đầu nhất thuỷ cầm,",沙頭一水禽，
Cổ dực dương thanh âm.,鼓翼揚清音。
"Chỉ đãi cao phong tiện,",只待高風便，
Phi vô vân hán tâm.,非無雲漢心。
"An bộ hữu đa lạc,",安步有多樂，
Thuỷ lưu phong bất huyên.,水流風不喧。
"Nhất tâm vô quải ngại,",一心無掛礙，
Xứ xứ thị đào nguyên.,處處是桃源。
"Sổ điểm vũ dư vũ,",數點雨餘雨，
Nhất phiên hàn thực hàn.,一番寒食寒。
"Đỗ quyên hoa phát xứ,",杜鵑花發處，
Huyết lệ nhiễm thành đan.,血淚染成丹。
"Tao linh bất khả kiến,",騷靈不可見，
Sở tá cánh thuỳ văn.,楚些竟誰聞。
"Dục thái tần hoa khứ,",欲採蘋花去，
Thương châu cách mộ vân.,滄州隔暮雲。
"Mục đồng kỵ hoàng ngưu,",牧童騎黃牛，
Ca thanh chấn lâm việt.,歌聲振林樾。
"Ý dục bộ minh thiền,",意欲捕鳴蟬，
Hốt nhiên bế khẩu lập.,忽然閉口立。
"Yểu điệu thuỳ giản la,",窈窕垂澗蘿，
Mông nhung thái cát hoa.,蒙茸採葛花。
"Uyên ương lâm bích thuỷ,",鴛鴦臨碧水，
Chiếu ảnh vũ kim sa.,照影舞金沙。
"Ngọc Quan chinh thú cửu,",玉關征戍久，
Không khuê nhân độc sầu.,空閨人獨愁。
"Hàn lộ thấp thanh đài,",寒露濕青苔，
Biệt lai bồng mấn thu.,別來蓬鬢秋。
"Nhân toạ thanh lâu vãn,",人坐青樓晚，
Oanh ngữ bách hoa thì.,鶯語百花時。
"Sầu đa nhân tự lão,",愁多人自老，
Trường đoạn quân bất tri.,腸斷君不知。
"Tương giang ban trúc chi,",湘江斑竹枝，
Cẩm dực giá cô phi.,錦翼鷓鴣飛。
"Xứ xứ Tương vân hợp,",處處湘雲合，
Lang tòng hà xứ quy.,郎從何處歸。
"Dã tự phân tình thụ,",野寺分晴樹，
Sơn đình quá vãn hà.,山亭過晚霞。
"Xuân thâm vô khách đáo,",春深無客到，
Nhất lộ lạc tùng hoa.,一路落松花。
"Thanh sơn nhược vô tố,",青山若無素，
Yển kiển bất tương thân.,偃蹇不相親。
"Yếu thức Lư sơn diện,",要識廬山面，
Tha niên thị cố nhân.,他年是故人。
"Cố hương kim viết hữu,",故鄉今曰友，
Hoan hội toạ ưng đồng.,歡會坐應同。
"Ninh tri Ba Giáp lộ,",寧知巴峽路，
Tân khổ Thạch Vưu phong.,辛苦石尤風。
Độc đáo sơn hạ túc.,獨到山下宿，
Tĩnh hướng nguyệt trung hành.,靜向月中行。
"Hà xứ thuỷ biên đối,",何處水邊碓，
Dạ thung vân mẫu thanh.,夜舂雲母聲。
"Hoà phong khởi thiên lộ,",和風起天路，
Nghiêm khí tiêu băng tỉnh.,嚴氣消冰井。
"Sách sách chi vị nhu,",索索枝未柔，
Yếm yếm lậu do vĩnh.,厭厭漏猶永。
"Sơn quán trường tịch tịch,",山館長寂寂，
Nhàn vân triêu tịch lai.,閒雲朝夕來。
"Không đình phục hà hữu,",空庭復何有，
Lạc nhật chiếu thanh đài.,落日照青苔。
"Châu thực sơn hạ khai,",朱實山下開，
Thanh hương hàn cánh phát.,清香寒更發。
"Hạnh dữ tùng quế hoa,",幸與叢桂花，
Song tiền hướng thu nguyệt.,窗前向秋月。
"Sơn tăng tham nguyệt sắc,",山僧貪月色，
Nhất tịnh cấp bình trung.,一並汲瓶中。
"Đáo tự phương ưng giác,",到寺方應覺，
Bình khuynh nguyệt diệc không.,瓶傾月亦空。
"Hoành trắc sổ phong bích,",橫側數峰碧，
Uy di nhất kính khai.,逶迤一徑開。
"Vô nhân tương tựu túc,",無人相就宿，
Thời hữu bạch vân lai.,時有白雲來。
"Kinh khê bạch thạch xuất,",荊谿白石出，
Thiên hàn hồng diệp hy.,天寒紅葉稀。
"Sơn lộ nguyên vô vũ,",山路元無雨，
Không thuý thấp nhân y.,空翠濕人衣。
"Vị hướng Đông Khê đạo,",為向東溪道，
Nhân lai lộ tiệm xa.,人來路漸賒。
"Sơn trung xuân tửu thục,",山中春酒熟，
Hà xứ đắc đình gia?,何處得停家？
"Sơn trung đa pháp lữ,",山中多法侶，
Thiền tụng tự vi quần.,禪誦自為群。
"Thành quách dao tương vọng,",城郭遙相望，
Duy ưng kiến bạch vân.,唯應見白雲。
"Sơn uấn kim triêu thục,",山醞今朝熟，
Hoàng hoa lão bất hương.,黃花老不香。
"Trầm âm thiên vạn lý,",沈陰千萬里，
Hà xứ hữu trùng dương.,何處有重陽。
"Sơ nhật minh Yên quán,",初日明燕館，
Tân lưu mãn Lương trì.,新溜滿梁池。
"Quy vân bán nhập lĩnh,",歸雲半入嶺，
Tàn trích thượng huyền chi.,殘滴尚懸枝。
"Lạc vũ từ kim điện,",落羽辭金殿，
Cô minh tra tú y.,孤鳴吒繡衣。
"Năng ngôn chung kiến khí,",能言終見棄，
Hoàn hướng Lũng Tây phi.,還向隴西飛。
"Tượng vật hành Chu lễ,",象物行周禮，
Y quan tập Hán đô.,衣冠集漢都。
"Thuỳ liên sự Ngu Thuấn,",誰憐事虞舜，
Hạ lý khấp Thương Ngô.,下里泣蒼梧。
"Lãnh diễm toàn khi tuyết,",冷豔全欺雪，
Dư hương sạ nhập y.,餘香乍入衣。
"Xuân phong thả mạc định,",春風且莫定，
Xuy hướng ngọc giai phi.,吹向玉階飛。
"Lữ hồn kinh tái bắc,",旅魂驚塞北，
Quy vọng đoạn Hà Tê.,歸望斷河西。
"Xuân phong nhược khả ký,",春風若可寄，
Tạm vi nhiễu lan khuê.,暫爲遶蘭閨。
"Duy chu đăng dã ngạn,",維舟登野岸，
Nhân phỏng cố nhân cư.,因訪故人居。
"Loạn hậu tri hà xứ,",亂後知何處，
Kinh trăn táp tệ lư.,荊榛匝弊廬。
"Dục vấn đương niên sự,",欲問當年事，
Canh nhân đô bất tri.,耕人都不知。
"Không dư đê thượng liễu,",空餘堤上柳，
Y cựu tự thuỳ ty.,依舊自垂絲。
"Thứu linh kim bộc cô,",鷲翎金仆姑，
Yến vĩ tú mâu hồ.,燕尾繡蝥弧。
"Độc lập dương tân lịnh,",獨立揚新令，
Thiên dinh cộng nhất hô.,千營共一呼。
"Lâm ám thảo kinh phong,",林暗草驚風，
Tướng quân dạ dẫn cung.,將軍夜引弓。
"Bình minh tầm bạch vũ,",平明尋白羽，
Một tại thạch lăng trung.,沒在石棱中。
"Nguyệt hắc nhạn phi cao,",月黑雁飛高，
Thiền Vu dạ độn đào.,單于夜遁逃。
"Dục tương khinh kỵ trục,",欲將輕騎逐，
Đại tuyết mãn cung đao.,大雪滿弓刀。
"Dã mạc tế quỳnh diên,",野幕蔽瓊筵，
Khương nhung hạ lạo tuyền.,羌戎賀勞旋。
"Tuý hoà kim giáp vũ,",醉和金甲舞，
Lôi cổ động sơn xuyên.,雷鼓動山川。
"Mộng Trạch tam thu nhật,",夢澤三秋日，
Thương Ngô nhất phiến vân.,蒼梧一片雲。
"Hoàn tương uyên lộ vũ,",還將鵷鷺羽，
Trùng nhập giá cô quần.,重入鷓鴣群。
"Đại Hán vô trung sách,",大漢無中策，
Hung Nô phạm Vị Kiều.,匈奴犯渭橋。
"Ngũ Nguyên thu thảo lục,",五原秋草綠，
Hồ mã nhất hà kiêu.,胡馬一何驕。
"Phong kính Hồ giao chiết,",風勁胡膠折，
Sương thâm Lỗ kỵ mê.,霜深虜騎迷。
"Hướng lai trường kỹ tận,",向來長技盡，
Bất cảm đáo Liêu Tê.,不敢到遼西。
"Mệnh tướng chinh Tây cực,",命將征西極，
Hoành hành Âm Sơn trắc.,橫行陰山側。
"Yên Chi lạc Hán gia,",燕支落漢家，
Phụ nữ vô hoa sắc.,婦女無華色。
"Ô thanh kim dạ lạc,",烏聲今夜樂，
Tri thị Lỗ không doanh.,知是虜空營。
"Cấp độ Lâm Hà mã,",急度臨河馬，
Tiên thu Kế Bắc thành.,先收薊北城。
"Tại thế vi nhân thân,",在世為人身，
Tâm vi Như Lai tạng.,心為如來藏。
"Chiếu diệu thả vô phương,",照曜且無方，
Tầm chi cánh tuyệt khoáng.,尋之更絕曠。
"Tùng hạ vấn đồng tử,",松下問童子，
Ngôn sư thái dược khứ.,言師採藥去。
"Chỉ tại thử sơn trung,",只在此山中，
Vân thâm bất tri xứ.,雲深不知處。
"Quý nhân tam các thượng,",貴人三閣上，
Nhật yến vị sơ đầu.,日晏未梳頭。
"Bất ưng hữu hận sự,",不應有恨事，
Kiều thậm khước thành sầu.,嬌甚卻成愁。
"Tam canh phong lộ hải thiên liêu,",三更風露海天寥，
Nhất phiến hàn quang thượng bích tiêu.,一片寒光上璧霄。
"Bất chiếu anh hùng tâm khúc sự,",不照英雄心曲事，
Thừa vân tây tiến dạ thiều thiều.,承雲西進夜迢迢。
"Hành chí cúc hoa đàm,",行至菊花潭，
Thôn tây nhật dĩ tà.,村西日已斜。
"Chủ nhân đăng cao khứ,",主人登高去，
Kê khuyển không tại gia.,雞犬空在家。
"Độ thuỷ phục độ thuỷ,",渡水復渡水，
Khán hoa hoàn khán hoa.,看花還看花。
"Xuân phong giang thượng lộ,",春風江上路，
Bất giác đáo quân gia.,不覺到君家。
"Tùng phong thuỷ nguyệt minh,",松風水月明，
Vô ảnh diệc vô hình.,無影亦無形。
"Sắc thân giá cá thị,",色身這個是，
Không không tầm hưởng thanh.,空空尋響聲。
"Nguyên Tương lưu bất tận,",沅湘流不盡，
Khuất tử oán hà thâm!,屈子怨何深！
"Nhật mộ thu phong khởi,",日暮秋風起，
Tiêu tiêu phong thụ lâm.,蕭蕭楓樹林。
"Văn thuyết đáo Dương Châu,",聞說到揚州，
Xuy tiêu ức cựu du.,吹簫憶舊遊。
"Nhân lai đa bất kiến,",人來多不見，
Mạc thị thướng mê lâu.,莫是上迷樓。
"Tạc nhật nhập thành thị,",昨日入城市，
Quy lai lệ mãn cân.,歸來淚滿巾。
"Biến thân la ỷ giả,",遍身羅綺者，
Bất thị dưỡng tàm nhân.,不是養蠶人。
"Tín thư thành tự ngộ,",信書成自誤，
Kinh sự tiệm tri phi.,經事漸知非。
"Kim nhật lâm kỳ biệt,",今日臨岐別，
Hà niên đãi nhữ quy?,何年待汝歸？
"Đạo bản vô nhan sắc,",道本無顏色，
Tân tiên nhật nhật khoa.,新鮮日日誇。
"Đại thiên thế giới ngoại,",大千世界外，
Hà xứ bất vi gia!,何處不為家。
"Mộc mạt phù dung hoa,",木末芙蓉花，
Sơn trung phát hồng ngạc.,山中發紅萼。
"Giản hộ tịch vô nhân,",澗戶寂無人，
Phân phân khai thả lạc.,紛紛開且落。
"Lục đê xuân thảo hợp,",綠堤春草合，
Vương tôn tự lưu ngoạn.,王孫自留玩。
"Huống hữu tân di hoa,",況有辛夷花，
Sắc dữ phù dung loạn.,色與芙蓉亂。
"Giác Hải tâm như hải,",覺海心如海，
Thông Huyền đạo hựu huyền.,通玄道又玄。
"Thần thông kiêm biến hoá,",神通兼變化，
"Nhất Phật, nhất thần tiên.",一佛一神仙。
"Tam nhật nhập trù hạ,",三日入櫥下，
Tẩy thủ tác canh thang.,洗手作羹湯。
"Vị am cô thực tính,",未諳姑食性，
Tiên khiển tiểu cô thường.,先遣小姑嘗。
"Hán đình vinh xảo hoạn,",漢庭榮巧宦，
Vân các bạc biên công.,雲閣薄邊功。
"Khả liên thông mã sứ,",可憐驄馬使，
Bạch thủ vị thuỳ hùng.,白首為誰雄。
"Dã khách tư mao vũ,",野客思芼宇，
Sơn nhân ái trúc lâm.,山人愛竹林。
"Cầm tôn duy đãi xứ,",琴樽唯待處，
Phong nguyệt tự tương tầm.,風月自相尋。
"Mạc hướng Tung sơn khứ,",莫向嵩山去，
Thần tiên đa ngộ nhân.,神仙多誤人。
"Bất như triều Nguỵ khuyết,",不如朝魏闕，
Thiên tử trọng hiền thần.,天子重賢臣。
"Tam bách lục thập nhật,",三百六十日，
Nhật nhật tuý như nê.,日日醉如泥。
"Tuy vi Lý Bạch phụ,",雖為李白婦，
Hà dị Thái thường thê?,何異太常妻。
"Chiết mai phùng dịch sứ,",折梅逢驛使，
Ký dữ Lũng Đầu nhân.,寄與隴頭人。
"Giang Nam vô sở hữu,",江南無所有，
Liêu tặng nhất chi xuân.,聊贈一枝春。
"Bất phẫn thành cố nhân,",不忿成故人，
Yểm thế mỗi doanh cân.,掩涕每盈巾。
"Tử sinh kim hữu cách,",死生今有隔，
Tương kiến vĩnh vô nhân.,相見永無因。
"Hạp lý tàn trang phấn,",匣裏殘妝粉，
Lưu tương dữ hậu nhân.,留將與後人。
"Hoàng tuyền vô dụng xứ,",黃泉無用處，
Hận tác trủng trung trần.,恨作塚中塵。
"Hữu ý hoài nam nữ,",有意懷男女，
Vô tình diệc nhiệm quân.,無情亦任君。
"Dục tri trường đoạn xứ,",欲知腸斷處，
Minh nguyệt chiếu cô phần.,明月照孤墳。
"Phụng bát kim linh thế,",鳳撥金翎砌，
Đàn tào hậu đới thuỳ.,檀槽後帶垂。
"Tuý kiều vô khí lực,",醉嬌無氣力，
Phong niểu mẫu đơn chi.,風裊牡丹枝。
"Bạch thủ độc nhất thân,",白首獨一身，
Thanh sơn vi tứ lân.,青山為四鄰。
"Tuy hành cố hương mạch,",雖行故鄉陌，
Bất kiến cố hương nhân.,不見故鄉人。
Quần công thuỳ nhượng vị?,群公誰讓位，
Ngũ Liễu độc tri bần.,五柳獨知貧。
"Trù trướng thanh sơn lộ,",惆悵青山路，
Yên hà lão thử nhân.,煙霞老此人。
"Dữ quân thanh nhãn khách,",與君青眼客，
Cộng hữu bạch vân tâm.,共有白雲心。
"Bất tương Đông sơn khứ,",不相東山去，
Nhật lệnh xuân thảo thâm.,日令春草深。
"Tần nga thập tứ ngũ,",秦娥十四五，
Diện bạch ư chỉ trảo.,面白於指爪。
"Tu nhân dạ thái tang,",羞人夜採桑，
Kinh khởi đới thăng điểu.,驚起戴勝鳥。
"Tỉnh ngô lương diệp động,",井梧涼葉動，
Lân chử thu thanh phát.,鄰杵秋聲發。
"Độc hướng thiềm hạ miên,",獨向檐下眠，
Giác lai bán sàng nguyệt.,覺來半床月。
"Giang khoáng xuân triều bạch,",江曠春潮白，
Sơn trường hiểu tụ thanh.,山長曉岫青。
"Tha hương lâm diểu cực,",他鄉臨眺極，
Hoa liễu ánh biên đình.,花柳映邊亭。
"Quân tự cố hương lai,",君自故鄉來，
Ưng tri cố hương sự.,應知故鄉事。
"Lai nhật ỷ song tiền,",來日綺窗前，
Hàn mai trước hoa vị?,寒梅著花未。
"Dĩ kiến hàn mai phát,",已見寒梅發，
Phục văn đề điểu thanh.,復聞啼鳥聲。
"Sầu tâm thị xuân thảo,",愁心視春草，
Uý hướng ngọc giai sinh.,畏向玉階生。
"Gia trú Mạnh Tân hà,",家住孟津河，
Môn đối Mạnh Tân khẩu.,門對孟津口。
"Thường hữu Giang Nam thuyền,",常有江南船，
Ký thư gia trung phủ?,寄書家中否？
"Nguyệt hạ trường minh tố,",月下長鳴訴，
Lệnh nhân chẩm vị an.,令人枕未安。
"Tam canh thu ý khổ,",三更秋意苦，
Lộ thấp thảo song hàn.,露濕草窗寒。
"Cổ nhân phi ngạo lại,",古人非傲吏，
Tự khuyết kinh thế vụ.,自闕經世務。
"Ngẫu ký nhất vi quan,",偶寄一微官，
Bà sa sổ châu thụ.,婆娑數株樹。
"Hảo nhàn tảo thành tính,",好閑早成性，
Quả thử hài túc nặc.,果此諧宿諾。
"Kim nhật tất viên du,",今日漆園遊，
Hoàn đồng trang tẩu lạc.,還同莊叟樂。
"Vị thuỷ đông lưu khứ,",渭水東流去，
Hà thì đáo Ung Châu.,何時到雍州。
"Bằng thiêm lưỡng hàng lệ,",憑添兩行淚，
Ký hướng cố viên lưu.,寄向故園流。
"Thạch mã xỉ cuồng ninh,",石馬齒狂獰，
"Thực miêu, nhật nguyệt minh.",食苗日月鳴。
"Đồ trung nhân cộng quá,",途中人共過，
Mã thượng nhân bất hành.,馬上人不行。
"Vô tài khả khứ bổ thương thiên,",無才可去補蒼天，
Uổng nhập hồng trần nhược hứa niên;,枉入紅塵若許年；
"Thử hệ thân tiền thân hậu sự,",此係身前身後事，
Sảnh thuỳ ký khứ tác kỳ truyền?,倩誰記去作奇傳？
"Lạc nhật thanh giang lý,",落日清江裏，
