vi,ch
Nhật tịch vong quy.,日夕忘歸。
"Tư ngã lương minh,",思我良明，
Như khát như ky.,如渴如饑。
"Nguyện ngôn bất hoạch,",愿言不獲，
Sảng hĩ kỳ bi.,愴矣其悲。
"Tức đồ lan phố,",息徒蘭圃，
Mạt mã hoa sơn.,秣馬崋山。
"Lưu bàn bình cao,",流磻平皋，
Thuỳ điếu trường xuyên.,垂釣長川。
"Mục tống quy hồng,",目送歸鴻，
Thủ huy ngũ huyền.,手揮五弦。
"Phủ ngưỡng tự đắc,",俯仰自得，
Du tâm thái huyền.,遊心太玄。
"Gia bỉ điếu tẩu,",嘉彼釣叟，
Đắc ngư vong thuyên.,得魚忘筌。
"Sính nhân thệ hĩ,",郢人逝矣，
Thuỳ dữ tận ngôn?,誰與盡言？
"Vọng chi di cao,",望之彌高，
Toàn chi di kiên.,鑽之彌堅。
"Hốt nhiên tại hậu,",忽然在後，
Chiêm chi tại tiền.,瞻之在前。
"Phu thị chi vị,",伕是之謂，
Thượng sĩ chi thiền.,上士之禪。
Ô hô Chiêu Quân!,嗚呼昭君
Sắc diễm tuyệt thế,色艷絕世
Mệnh bạc vô thiên,命薄無天
Hán cung nhất biệt,漢宮一別
Hồ địa thiên niên,胡地千年
Thanh trủng lưu hận,青塚留恨
Hoàng tuyền cô miên,黃泉孤眠
Thương tai hồng nhan,傷哉紅顏
Y hồ nãi nhiên,伊胡乃然
Ô hô Chiêu Quân!,嗚呼昭君
Phương cốt hữu tận,芳骨有盡
U hám vô kỳ,幽憾無期
Minh nguyệt độc cử,明月獨舉
Ảm vân không thuỳ,黯雲空垂
Tinh chiêu phỉ loại,腥昭匪類
Điếu tế y thuỳ,弔祭伊誰
Thương tai hồng nhan,傷哉紅顏
Linh hồn hà y?,靈魂何依
Hiếu,孝
Thiên nan cùng sĩ,天難窮士
Sơn Tây tiên sinh,山西先生
Cách đại dị quốc,隔代異國
Cộng bi đồng tình,共悲同情
Viêm trân phỉ lễ,炎珍菲禮
Vọng bái trung đình,望拜中庭
Hồn lễ quy tá,魂禮歸些
Giá dư dữ hành,駕予與行
"Sinh lão bệnh tử,",生老病死，
Lý chi thường nhiên.,理之常然。
"Dục cầu giải thoát,",欲求解脫，
Giải phược khiên triền.,解縛牽纒。
"Mê nhi cầu Phật,",迷而求佛，
Hoặc nhi cầu thiền.,惑而求禪。
"Thiền dã bất cầu,",禪也不求，
Đỗ khẩu vong nghiên.,杜口忘言。
"Tại quang tại trần,",在光在塵，
Thường ly quang trần.,常離光塵。
"Tâm phủ trừng triệt,",心腑澄澈，
Dữ vật vô thân.,與物無親。
"Thể ư tự nhiên,",體於自然，
Ứng vật vô ngân.,應物無垠。
"Tông tượng nhị nghi,",宗匠二儀，
Đào dã nhân luân.,陶冶人倫。
"Đình độc vạn vật,",亭毒萬物，
Dữ vật vi xuân.,與物為春。
"Tác vũ thiết nữ,",作舞鐵女，
Đả cổ mộc nhân!,打鼓木人。
"Cổ Công Đản Phủ,",古公亶甫，
Tích đức thuỳ nhân.,積德垂仁。
"Tư hoằng nhất đạo,",思弘一道，
Triết vương ư Bân.,哲王於豳。
"Thái Bá, Trọng Ung,",太伯仲雍，
Vương đức chi nhân.,王德之仁。
"Hành thi bách thế,",行施百世，
Đoạn phát văn thân.,斷髪文身。
"Bá Di, Thúc Tề,",伯夷叔齊，
Cổ chi di hiền.,古之遺賢。
"Nhượng quốc bất dụng,",讓國不用，
Ngạ tồ Thú sơn.,餓殂首山。
"Trí tai Sơn Phủ,",智哉山甫，
Tướng bỉ Tuyên Vương.,相彼宣王。
"Hà dụng Đỗ Bá,",何用杜伯，
Luỵ ngã thánh hiền.,累我聖賢。
"Tề Hoàn chi bá,",齊桓之霸，
Lại đắc Trọng Phụ.,賴得仲父。
"Hậu nhậm Thụ Điêu,",後任豎刁，
Trùng lưu xuất hộ.,蟲流出戶。
"Án Tử Bình Trọng,",晏子平仲，
Tích đức kiêm nhân.,積德兼仁。
"Dữ thế trầm đức,",與世沈德，
Vị tất tư mệnh.,未必思命。
"Trọng Ni chi thế,",仲尼之世，
Chủ quốc vi quân.,主國為君。
"Tuỳ chế ẩm tửu,",隨制飲酒，
Dương ba sử quan.,揚波使官。
"Thướng sơn thái vi,",上山採薇，
Bạc mộ khổ ky.,薄暮苦饑。
"Khê cốc đa phong,",谿谷多風，
Sương sương triêm y.,霜霜沾衣。
"Dã trĩ quần cẩu,",野雉群雊，
Viên hầu tương truy.,猿猴相追。
"Hoàn vọng cố hương,",還望故鄉，
Uất hà luy luy!,鬱何壘壘！
"Cao sơn hữu nhai,",高山有崖，
Lâm mộc hữu chi.,林木有枝。
"Ưu lai vô phương,",憂來無方，
Nhân mạc chi tri.,人莫之知。
"Nhân sinh như ký,",人生如寄，
Đa ưu hà vi?,多憂何為？
"Kim ngã bất lạc,",今我不樂，
Tuế nguyệt như trì.,歲月如馳。
"Thang thang xuyên lưu,",湯湯川流，
Trung hữu hành chu.,中有行舟。
"Tuỳ ba chuyển bạc,",隨波轉薄，
Hữu tự khách du.,有似客遊。
"Sách ngã lương mã,",策我良馬，
Bị ngã khinh cừu.,被我輕裘。
"Tải trì tải khu,",載馳載驅，
Liêu dĩ vong ưu.,聊以忘憂。
"Hữu mỹ nhất nhân,",有美一人，
Uyển như thanh dương.,婉如清揚。
"Nghiên tư xảo tiếu,",妍姿巧笑，
Hoà mị tâm trường.,和媚心腸。
"Tri âm thức khúc,",知音識曲，
Thiện vi nhạc phương.,善為樂方。
"Ai huyền vi diệu,",哀絃微妙，
Thanh khí hàm phương.,清氣含芳。
"Lưu Trịnh, kích Sở,",流鄭激楚，
"Độ cung, trung thương.",度宮中商。
"Cảm tâm động nhĩ,",感心動耳，
Ỷ lệ nan vương.,綺麗難忘。
"Ly điểu tịch túc,",離鳥夕宿，
Tại phá trung châu.,在破中洲。
"Diên cảnh cổ dực,",延頸鼓翼，
Bi minh tương cầu.,悲鳴相求。
"Quyến nhiên cố chi,",眷然顧之，
Sử ngã tâm sầu.,使我心愁。
"Ta nhĩ tích nhân,",嗟爾昔人，
Hà dĩ vong ưu?,何以忘憂？
Viết:,曰：
"Toại cổ chi sơ,",遂古之初，
Thuỳ truyền đạo chi?,誰傳道之？
"Thượng hạ vị hình,",上下未形，
Hà do khảo chi?,何由考之？
"Minh chiêu măng ám,",冥昭瞢闇，
Thuỳ năng cực chi?,誰能極之？
"Phùng dực duy tượng,",馮翼惟像，
Hà dĩ thức chi?,何以識之？
"Minh minh ám ám,",明明闇闇，
Duy thì hà vi?,惟時何為？
"Âm dương tam hợp,",陰陽三合，
Hà bản hà hoá?,何本何化？
"Hoàn tắc cửu trùng,",圜則九重，
Thục dinh độ chi?,孰營度之？
Duy tư hà công?,惟玆何功？
Thục sơ tác chi?,孰初作之？
Oát duy yên hệ?,斡維焉繫？
Thiên cực yên gia?,天極焉加？
Bát trụ hà đương?,八柱何當？
Đông nam hà khuy?,東南何虧？
"Cửu thiên chi tế,",九天之際，
An phóng an thuộc?,安放安屬？
"Ngung ôi đa hữu,",隅隈多有，
Thuỳ tri kỳ số?,誰知其數？
Thiên hà sở đạp?,天何所沓？
Thập nhị yên phân?,十二焉分？
Nhật nguyệt an thuộc?,日月安屬？
Liệt tinh an trần?,列星安陳？
"Xuất tự Thang cốc,",出自湯谷，
Thứ vu Mông dĩ.,次于蒙汜。
"Tự minh cập hối,",自明及晦，
Sở hành kỷ lý?,所行幾里？
"Dạ quang hà đức,",夜光何德，
Tử tắc hựu dục?,死則又育？
"Quyết lợi duy hà,",厥利維何，
Nhi cố thố tại phúc?,而顧菟在腹？
"Nữ Kỳ vô hợp,",女岐無合，
Phù yên thủ cửu tử?,夫焉取九子？
Bá cường hà xứ?,伯強何處？
Huệ khí an tại?,惠氣安在？
Hà hạp nhi hối?,何闔而晦？
Hà khai nhi minh?,何開而明？
"Giác túc vị đán,",角宿未旦，
Diệu linh an tàng?,曜靈安藏？
"Bất nhiệm mịch hồng,",不任汩鴻，
Sư hà dĩ thượng chi?,師何以尚之？
Thiêm viết: “Hà ưu?,僉曰：「何憂？
Hà bất khoá nhi hành chi?”,何不課而行之？」
"Si quy duệ hàm,",鴟龜曳銜，
Cổn hà thính yên?,鯀何聽焉？
"Thuận dục thành công,",順欲成功，
Đế hà hình yên?,帝何刑焉？
"Vĩnh át tại Vũ sơn,",永遏在羽山，
Phù hà tam niên bất thi?,夫何三年不施？
"Bá vũ phức Cổn,",伯禹愎鯀，
Phù hà dĩ biến hoá?,夫何以變化？
"Toản tựu tiền tự,",纂就前緒，
Toại thành khảo công.,遂成考功。
"Hà tục sơ kế nghiệp,",何續初繼業，
Nhi quyết mưu bất đồng?,而厥謀不同？
"Hồng tuyền cực thâm,",洪泉極深，
Hà dĩ trí chi?,何以寘之？
"Địa phương cửu tắc,",地方九則，
Hà dĩ phần chi?,何以墳之？
"Ứng long hà hoạ,",應龍何畫，
Hà tận hà lịch?,何盡何歷？
Cổn hà sở dinh?,鯀何所營？
Vũ hà sở thành?,禹何所成？
"Khang Hồi phùng nộ,",康回馮怒，
Truỵ hà cố dĩ đông nam khuynh?,墜何故以東南傾？
Cửu châu an thác?,九州安錯？
Xuyên cốc hà ô?,川谷何洿？
"Đông lưu bất dật,",東流不溢，
Thục tri kỳ cố?,孰知其故？
"Đông tây nam bắc,",東西南北，
Kỳ tu thục đa?,其修孰多？
"Nam bắc thuận thoả,",南北順㯐，
Kỳ diễn kỷ hà?,其衍幾何？
"Côn Lôn Huyền Phố,",崑崙縣圃，
Kỳ cư an tại?,其居安在？
"Tăng thành cửu trùng,",增城九重，
Kỳ cao kỷ lý?,其高幾里？
"Tứ phương chi môn,",四方之門，
Kỳ thuỳ tòng yên?,其誰從焉？
"Tây bắc tích khởi,",西北辟啟，
Hà khí thông yên?,何氣通焉？
"Nhật an bất đáo,",日安不到，
Chúc long hà chiếu?,燭龍何照？
"Hy Hoà chi vị dương,",羲和之未揚，
Nhược hoa hà quang?,若華何光？
Hà sở đông noãn?,何所冬暖？
Hà sở hạ hàn?,何所夏寒？
Yên hữu thạch lâm?,焉有石林？
Hà thú năng ngôn?,何獸能言？
"Yên hữu cầu long,",焉有虯龍，
Phụ hùng dĩ du?,負熊以遊？
"Hùng huỷ cửu thủ,",雄虺九首，
Thúc hốt yên tại?,儵忽焉在？
Hà sở bất tử?,何所不死？
Trưởng nhân hà thủ?,長人何守？
"Mỹ bình cửu cù,",靡蓱九衢，
Tỷ hoa an cư?,枲華安居？
"Nhất xà thôn tượng,",一蛇吞象，
Quyết đại hà như?,厥大何如？
"Hắc thuỷ huyền chỉ,",黑水玄趾，
Tam Nguy an tại?,三危安在？
"Diên niên bất tử,",延年不死，
Thọ hà sở chỉ?,壽何所止？
Lăng ngư hà sở?,鯪魚何所？
Kỳ đôi yên xứ?,鬿堆焉處？
Nghệ yên tất nhật?,羿焉彃日？
Ô yên giải vũ?,烏焉解羽？
"Vũ chi lực hiến công,",禹之力獻功，
"Giáng tỉnh hạ thổ tứ phương,",降省下土四方，
"Yên đắc bỉ Đồ Sơn nữ,",焉得彼涂山女，
Nhi thông chi ư Thai Tang?,而通之於台桑？
"Mẫn phi thất hợp,",閔妃匹合，
"Quyết thân thị kế,",厥身是繼，
"Hồ duy thị bất đồng vị,",胡維嗜不同味，
Nhi khoái trào bão?,而快鼂飽？
"Khải đại Ích tác hậu,",啟代益作后，
"Tốt nhiên ly nghiệt,",卒然離蠥，
"Hà Khải duy ưu,",何啟惟憂，
Nhi năng câu thị đạt?,而能拘是達？
"Giai quy xạ cúc,",皆歸射𥷤，
Nhi vô hại quyết cung.,而無害厥躬。
"Hà hậu Ích tác cách,",何后益作革，
Nhi Vũ bá giáng?,而禹播降？
"Khởi cức tân thương,",啟棘賓商，
"“Cửu biện”, “Cửu ca”.",《九辯》《九歌》。
"Hà cần tử đồ mẫu,",何勤子屠母，
Nhi tử phân cánh địa?,而死分竟地？
"Đế giáng Di Nghệ,",帝降夷羿，
Cách nghiệt hạ dân.,革孽夏民。
"Hồ xạ phu hà bá,",胡射夫河伯，
Nhi thê bỉ Lạc tần?,而妻彼雒嬪？
"Phùng diêu lợi quyết,",馮珧利決，
Phong thỉ thị xạ.,封狶是射。
"Hà hiến chưng nhục chi cao,",何獻蒸肉之膏，
Nhi hậu đế bất nhược?,而后帝不若？
"Trác thú Thuần Hồ,",浞娶純狐，
Huyễn thê viên mưu.,眩妻爰謀。
"Hà Nghệ chi xạ cách,",何羿之射革，
Nhi giao thôn quỹ chi?,而交吞揆之？
"Trở cùng tây chinh,",阻窮西征，
Nham hà việt yên?,巖何越焉？
"Hoá vi hoàng hùng,",化為黃熊，
Vu hà hoạt yên?,巫何活焉？
"Hàm bá cự thử,",咸播秬黍，
Phủ quán thị dinh.,莆雚是營。
"Hà do tịnh đầu,",何由并投，
Nhi Cổn tật tu doanh?,而鮌疾脩盈？
"Bạch nghê anh phất,",白蜺嬰茀，
Hồ vi thử đường?,胡為此堂？
"An đắc phu lương dược,",安得夫良藥，
Bất năng cố tang?,不能固臧？
"Thiên thức tòng hoành,",天式從橫，
Dương ly viên tử.,陽離爰死。
"Đại điểu hà minh,",大鳥何鳴，
Phù yên táng quyết thể?,夫焉喪厥體？
"Bình hào khởi vũ,",蓱號起雨，
Hà dĩ hưng chi?,何以興之？
"Soạn thể hiệp hiếp,",撰體協脅，
Lộc hà ưng chi?,鹿何膺之？
"Ngao đới sơn biến,",鼇戴山抃，
Hà dĩ an chi?,何以安之？
"Thích chu lăng hành,",釋舟陵行，
Hà dĩ thiên chi?,何以遷之？
"Duy kiêu tại hộ,",惟澆在戶，
Hà cầu vu tẩu?,何求于嫂？
"Hà Thiếu Khang trục khuyển,",何少康逐犬，
Nhi điên vẫn quyết thủ?,而顛隕厥首？
"Nữ kỳ phùng thường,",女歧縫裳，
"Nhi quán đồng viên chỉ,",而館同爰止，
"Hà điên dị quyết thủ,",何顛易厥首，
Nhi thân dĩ phùng đãi?,而親以逢殆？
"Thang mưu dị lữ,",湯謀易旅，
Hà dĩ hậu chi?,何以厚之？
"Phúc chu châm tầm,",覆舟斟尋，
Hà đạo thủ chi?,何道取之？
"Kiệt phạt Mông Sơn,",桀伐蒙山，
Hà sở đắc yên?,何所得焉？
"Muội Hỉ hà tứ,",妹嬉何肆，
Thang hà cức yên?,湯何殛焉？
"Thuấn mẫn tại gia,",舜閔在家，
Phụ hà dĩ quan?,父何以鱞？
"Nghiêu bất Diêu cáo,",堯不姚告，
Nhị nữ hà thân?,二女何親？
"Quyết manh tại sơ,",厥萌在初，
Hà sở ức yên!,何所億焉！
"Hoàng đài thập thành,",璜臺十成，
Thuỳ sở cực yên?,誰所極焉？
"Đăng lập vi đế,",登立為帝，
Thục đạo thượng chi?,孰道尚之？
"Nữ Oa hữu thể,",女媧有體，
Thục chế tượng chi?,孰制匠之？
"Thuấn phục quyết đệ,",舜服厥弟，
Chung nhiên vi hại.,終然為害。
"Hà tứ khuyển thể,",何肆犬體，
Nhi quyết thân bất nguy bại?,而厥身不危敗？
"Ngô hoạch hất cổ,",吳獲迄古，
Nam nhạc thị chỉ.,南嶽是止。
"Thục kỳ khứ tư,",孰期去斯，
Đắc lưỡng nam tử?,得兩男子？
"Duyên hộc sức ngọc,",緣鵠飾玉，
Hậu đế thị hưởng.,后帝是饗。
"Hà thừa mưu Hạ Kiệt,",何承謀夏桀，
Chung dĩ diệt táng?,終以滅喪？
"Đế nãi giáng quan,",帝乃降觀，
Hạ phùng Y Chí.,下逢伊摯。
"Hà Điều phóng trí phạt,",何條放致罰，
Nhi lê phục đại thuyết?,而黎服大說？
"Giản Địch tại đài,",簡狄在臺，
Khốc hà nghi?,嚳何宜？
"Huyền điểu trí di,",玄鳥致貽，
Nữ hà hỉ?,女何喜？
"Cai bỉnh quý đức,",該秉季德，
Quyết phụ thị tang.,厥父是臧。
"Hồ chung tệ vu Hữu Hổ,",胡終弊于有扈，
Mục phù ngưu dương?,牧夫牛羊？
"Can hiệp thì vũ,",干協時舞，
Hà dĩ hoài chi?,何以懷之？
"Bình hiếp mạn phu,",平脅曼膚，
Hà dĩ phì chi?,何以肥之？
"Hữu Hổ mục thụ,",有扈牧豎，
Vân hà nhi phùng?,云何而逢？
"Kích sàng tiên xuất,",擊牀先出，
Kỳ mệnh hà tòng?,其命何從？
"Hằng bỉnh quý đức,",恆秉季德，
Yên đắc phù phác ngưu?,焉得夫朴牛？
"Hà vãng dinh ban lộc,",何往營班祿，
Bất đãn hoàn lai?,不但還來？
"Hôn vi tuân tích,",昏微遵迹，
Hữu địch bất ninh.,有狄不寧。
"Hà phồn điểu tuỵ cức,",何繁鳥萃棘，
Phụ tử tứ tình?,負子肆情？
"Huyễn đệ tịnh dâm,",眩弟竝淫，
Nguy hại quyết huynh.,危害厥兄。
"Hà biến hoá dĩ tác trá,",何變化以作詐，
Hậu tự nhi phùng trường?,後嗣而逢長？
"Thành thang đông tuần,",成湯東巡，
Hữu Sần viên cực.,有莘爰極。
"Hà khất bỉ tiểu thần,",何乞彼小臣，
Nhi cát phi thị đắc?,而吉妃是得？
"Thuỷ tân chi mộc,",水濱之木，
Đắc bỉ tiểu tử.,得彼小子。
"Phù hà ác chi,",夫何惡之，
Dắng Hữu Sần chi phụ?,媵有莘之婦？
"Thang xuất Trùng tuyền,",湯出重泉，
Phù hà tội vưu?,夫何辠尤？
"Bất thắng tâm phạt đế,",不勝心伐帝，
Phù thuỳ sử khiêu chi?,夫誰使挑之？
"Hội trào tranh minh,",會鼂爭盟，
Hà tiễn ngô kỳ?,何踐吾期？
"Thương điểu quần phi,",蒼鳥群飛，
Thục sử tuỵ chi?,孰使萃之？
"Đáo kích Trụ cung,",到擊紂躬，
Thúc Đán bất gia.,叔旦不嘉。
"Hà thân quỹ phát,",何親揆發，
Định Chu chi mệnh dĩ tư ta?,定周之命以咨嗟？
"Thụ Ân thiên hạ,",授殷天下，
Kỳ vị an thi?,其位安施？
"Phản thành nãi vong,",反成乃亡，
Kỳ tội y hà?,其罪伊何？
"Tranh khiển phạt khí,",爭遣伐器，
Hà dĩ hành chi?,何以行之？
"Tịnh khu kích dực,",竝驅擊翼，
Hà dĩ tướng chi?,何以將之？
"Chiêu hậu thành du,",昭后成遊，
Nam thổ viên để.,南土爰底。
"Quyết lợi duy hà,",厥利惟何，
Phùng bỉ bạch trĩ?,逢彼白雉？
"Mục Vương xảo mai,",穆王巧梅，
Phù hà vi chu lưu?,夫何為周流？
"Hoàn lý thiên hạ,",環理天下，
Phù hà sách cầu?,夫何索求？
"Yêu phù duệ huyễn,",妖夫曳衒，
Hà hào vu thị?,何號于市？
"Chu U thuỳ tru,",周幽誰誅，
Yên đắc phù Bao Tự?,焉得夫襃姒？
"Thiên mệnh phản trắc,",天命反側，
Hà phạt hà hữu?,何罰何佑？
"Tề Hoàn cửu hội,",齊桓九會，
Tốt nhiên thân sát.,卒然身殺。
"Bỉ vương Trụ chi cung,",彼王紂之躬，
Thục sử loạn hoặc?,孰使亂惑？
"Hà ác phụ bật,",何惡輔弼，
Sàm siểm thị phục?,讒諂是服？
"Tỷ Can hà nghịch,",比干何逆，
Nhi ức trầm chi?,而抑沉之？
"Lôi Khai a thuận,",雷開阿順，
Nhi tứ phong chi?,而賜封之？
"Hà thánh nhân chi nhất đức,",何聖人之一德，
Tốt kỳ dị phương?,卒其異方？
"Mai Bá thụ hải,",梅伯受醢，
Cơ tử tường cuồng.,箕子詳狂。
"Tắc duy nguyên tử,",稷維元子，
Đế hà trúc chi?,帝何竺之？
"Đầu chi ư băng thượng,",投之於冰上，
Điểu hà úc chi?,鳥何燠之？
"Hà phùng cung hiệp thi,",何馮弓挾矢，
Thù năng tướng chi?,殊能將之？
"Ký kinh đế thiết khích,",既驚帝切激，
Hà phùng trường chi?,何逢長之？
"Bá Xương hào suy,",伯昌號衰，
Bỉnh tiên tác mục.,秉鞭作牧。
"Hà linh triệt bỉ Kỳ xã,",何令徹彼岐社，
Mệnh hữu ân quốc?,命有殷國？
"Thiên tàng tựu Kỳ,",遷藏就岐，
Hà năng y?,何能依？
"Ân hữu hoặc phụ,",殷有惑婦，
Hà sở cơ?,何所譏？
"Thụ tứ tư hải,",受賜玆醢，
Tây Bá thượng cáo.,西伯上告。
"Hà thân tựu thượng đế,",何親就上帝，
Phạt Ân chi mệnh dĩ bất cứu?,罰殷之命以不救？
"Sư Vọng tại tứ,",師望在肆，
Xương hà thức?,昌何識？
"Cổ đao dương thanh,",鼓刀揚聲，
Hậu hà hỉ?,后何喜？
"Vũ phát sát Ân,",武發殺殷，
Hà sở ấp?,何所悒？
"Tái thi tập chiến,",載尸集戰，
Hà sở cấp?,何所急？
"Bá Lâm trĩ kinh,",伯林雉經，
Duy kỳ hà cố?,維其何故？
"Hà cảm thiên ức địa,",何感天抑墬，
Phù thuỳ uý cụ?,夫誰畏懼？
"Hoàng thiên tập mệnh,",皇天集命，
Duy hà giới chi?,惟何戒之？
"Thụ lễ thiên hạ,",受禮天下，
Hựu sử chí đại chi?,又使至代之？
"Sơ Thang thần Chí,",初湯臣摯，
Hậu tư thừa phụ.,後玆承輔。
"Hà tốt quan Thang,",何卒官湯，
Tôn thực tông tự?,尊食宗緒？
"Động hạp Mộng sinh,",動闔夢生，
Thiếu ly tán vong.,少離散亡。
"Hà tráng vũ lệ,",何壯武厲，
Năng lưu quyết nghiêm?,能流厥嚴？
"Bành khanh châm trĩ,",彭鏗斟雉，
Đế hà hưởng?,帝何饗？
"Thụ thọ vĩnh đa,",受壽永多，
Phù hà cửu trường?,夫何久長？
"Trung ương cộng mục,",中央共牧，
Hậu hà nộ?,后何怒？
"Phong nga vi mệnh,",𧒒蛾微命，
Lực hà cố?,力何固？
"Kinh nữ biện vi,",驚女釆薇，
Lộc hà hữu?,鹿何祐？
"Bắc chí hồi thuỷ,",北至回水，
Tuỵ hà hỉ?,萃何喜？
"Huynh hữu phệ khuyển,",兄有噬犬，
Đệ hà dục?,弟何欲？
"Dị chi dĩ bách lưỡng,",易之以百兩，
Tốt vô lộc.,卒無祿。
"Bạc mộ lôi điện,",薄暮雷電，
Quy hà ưu?,歸何憂？
"Quyết nghiêm bất phụng,",厥嚴不奉，
Đế hà cầu?,帝何求？
"Phục nặc huyệt xứ,",伏匿穴處，
Viên hà vân?,爰何云？
"Kinh sư tác huân,",荊師作勳，
Phù hà trường?,夫何長？
"Ngộ quá cải cánh,",悟過改更，
Ngã hựu hà ngôn?,我又何言？
"Ngô Quang tranh quốc,",吳光爭國，
Cửu dư thị thắng.,久余是勝。
"Hà hoàn xuyên tự lư xã khâu lăng,",何環穿自閭社丘陵，
Viên xuất Tử Văn?,爰出子文？
"Ngô cáo Đố Ngạo,",吾告堵敖，
Dĩ bất trường.,以不長。
"Hà thí thượng tự dư,",何試上自予，
Trung danh my chương?,忠名彌彰？
"Ta dư vị táng,",嗟予未喪，
Ai thử cô sinh.,哀此孤生。
"Bình cư Lam Điền,",屏居藍田，
Bạc địa cung canh.,薄地躬耕。
"Tuế yến thâu thuế,",歲晏輸稅，
Dĩ phụng tư thịnh.,以奉粢盛。
"Thần vãng đông cao,",晨往東臯，
Thảo lộ vị hy.,草露未晞。
"Mộ khan yên hoả,",暮看煙火，
Phụ đảm lai quy.,負擔來歸。
"Ngã văn hữu khách,",我聞有客，
Túc tảo kinh phi.,足埽荊扉。
"Đan thực y hà,",簞食伊何，
Phúc qua trảo táo.,疈瓜抓棗。
"Ngưỡng xí quần hiền,",仰廁羣賢，
Bà nhiên nhất lão.,皤然一老。
"Quý vô hoàn điệm,",媿無莞簟，
Ban kinh tịch cảo.,班荊席藁。
"Phiếm phiếm đăng pha,",汎汎登陂，
Chiết bỉ hà hoa.,折彼荷花。
"Tĩnh quan tố vị,",靜觀素鮪，
Phủ ánh bạch sa.,俯映白沙。
"Sơn điểu quần phi,",山鳥羣飛，
Nhật ẩn khinh hà.,日隱輕霞。
"Đăng xa thướng mã,",登車上馬，
Thúc hốt vân tán.,倏忽雲散。
"Tước táo hoang thôn,",雀噪荒村，
Kê minh không quán.,雞鳴空館。
"Hoàn phục u độc,",還復幽獨，
Trùng hy luỹ thán.,重欷累歎。
"Triêu dữ giai nhân kỳ,",朝與佳人期，
Nhật tịch thù bất lai.,日夕殊不來。
"Gia hào bất thường,",嘉肴不嘗，
Chỉ tửu đình bôi.,旨酒停杯。
"Ký ngôn phi điểu,",寄言飛鳥，
Cáo dư bất năng.,告予不能。
"Phủ chiết lan anh,",俯折蘭英，
Ngưỡng kết quế chi.,仰結桂枝。
"Giai nhân bất tại,",佳人不在，
Kết chi hà vi?,結之何為？
Tòng nhĩ hà sở chi?,從爾何所之？
Nãi tại đại hải ngung.,乃在大海隅。
"Linh Nhược đạo ngôn,",靈若道言，
Di nhĩ minh châu.,貽爾明珠。
"Xí dư vọng chi,",企予望之，
Bộ lập trì trù.,步立踟躕。
"Giai nhân bất lai,",佳人不來，
Hà đắc tư tu?,何得斯須？
"Xuân nhật trì trì,",春日遲遲，
Tang hà thê thê.,桑何萋萋。
"Hồng đào hàm yêu,",紅桃含夭，
Lục liễu thư di.,綠柳舒荑。
"Giải cấu xán giả,",邂逅粲者，
Du chử hí hề.,遊渚戲蹊。
"Hoa nhan dị cải,",華顏易改，
Lương nguyện nan hài.,良願難諧。
"Phiếm phiếm lục trì,",汎汎淥池，
Trung hữu phù bình.,中有浮萍。
"Ký thân lưu thuỷ,",寄身流水，
Tuỳ phong mỹ khuynh.,隨風靡傾。
"Phù dung hàm phương,",芙蓉含芳，
Hạm đạm thuỳ vinh.,菡萏垂榮。
"Triêu thái kỳ thực,",朝採其實，
Tịch bội kỳ anh.,夕佩其英。
Thái chi di thuỳ?,採之遺誰？
Sở tư tại đình.,所思在庭。
"Song ngư tỷ mục,",雙魚比目，
Uyên ương giao cảnh.,鴛鴦交頸。
"Hữu mỹ nhất nhân,",有美一人，
Uyển như thanh dương.,婉如清揚。
"Tri âm thức khúc,",知音識曲，
Thiện vi nhạc phương.,善為樂方。
"Hoả sinh vu mộc,",火生于木，
Hoạ phát tất khắc.,禍發必克。
"Khí sinh vu thân,",氣生于身，
Bất hỷ vi tặc.,不喜爲賊。
"Phu nộ hoả dã,",夫怒火也，
Nhi nhẫn vi thuỷ.,而忍爲水。
"Nhẫn tắc tĩnh hỹ,",忍則靜矣，
Tĩnh tắc nhẫn hỹ.,靜則忍矣。
"Phàm vật chi lai,",凡物之來，
Ảo dĩ ưng chi.,幻以應之。
"Ưng vô sở loạn,",應無所亂，
Tự nhiên thoái tán.,自然退散。
"Hựu niệm nhân sinh,",又念人生，
Tương tụ kỷ hà.,相聚幾何。
"Duy hảo bất túc,",唯好不足，
Hề dĩ phẫn gia.,奚以忿加。
"Phóng ngã ư nhân,",放我於人，
Thể nhân ư ngã.,体人於我。
"Nhân ngã lưỡng bình,",人我兩平，
An hữu ngỗ giả.,安有忤者。
"Di di như dã,",怡怡如也，
Nhất lạp kim đan.,一粒金丹。
"Tâm địa thanh lương,",心地清涼，
Du hý nhân gian.,遊戲人間。
"Ngạo tuyết tâm hư,",傲雪心虛，
Lăng sương tiết kính.,凌霜節勁。
"Giả nhĩ vi nô,",假爾為奴，
Khủng phi thiên tính.,恐非天性。
"Bắc phong kỳ lương,",北風其涼，
Vũ tuyết kỳ vụ.,雨雪其霧。
"Đăng minh tửu lãnh,",燈明酒冷，
Ưu lai vô phương.,憂來無方。
"Nhân sinh kết giao,",人生結交，
Quý tại hoàng kim.,貴在黃金。
"Nam nhi truỵ địa,",男兒墜地，
Thuỳ vô xích tâm.,誰無赤心。
"Lỗi lỗi chi thạch,",磊磊之石，
Quý tại hoàng kim.,貴在黃金。
"Nam nhi truỵ địa,",男兒墜地，
